# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 22.725 23.758 24.181 24.411 23.136 25.938 24.274 23.640 26.913 30.209 34.289 33.888 42.756 28.131 
0.109 20.288 20.803 21.486 20.855 21.228 22.575 20.931 21.807 24.329 22.292 22.552 38.331 40.134 23.309 
0.116 21.002 20.683 21.313 22.872 21.280 22.096 21.241 21.807 21.073 22.088 32.269 26.647 28.383 22.307 
0.122 19.647 20.039 20.344 19.825 20.313 20.275 20.194 20.129 21.353 22.675 23.561 23.959 25.302 22.225 
0.130 19.780 20.581 20.743 20.697 21.823 21.299 21.042 20.839 21.897 23.696 25.082 20.973 27.088 22.009 
0.137 19.595 20.932 20.351 22.678 21.944 19.476 20.690 20.795 20.341 20.925 21.710 22.311 20.877 20.912 
0.145 20.312 20.629 20.387 20.142 22.134 21.272 20.596 20.757 21.668 21.295 24.914 24.990 23.507 21.935 
0.154 19.686 19.721 20.141 20.753 20.329 22.435 20.240 20.585 21.749 19.792 20.267 21.256 26.938 20.693 
0.163 19.556 19.859 19.363 19.964 21.555 22.285 19.460 21.533 21.359 21.470 22.025 25.144 23.860 22.038 
0.173 19.695 19.841 20.855 20.938 21.507 22.374 20.535 21.686 21.599 20.376 20.222 23.498 23.340 20.929 
0.183 19.883 20.330 20.437 21.456 21.680 22.528 20.590 21.825 21.392 22.516 22.680 23.626 24.209 22.135 
0.194 20.248 20.598 20.132 20.803 20.374 20.682 20.273 20.588 21.284 22.522 22.142 22.744 23.808 21.879 
0.206 20.238 20.246 20.716 21.488 20.347 21.009 20.794 20.759 21.542 22.255 24.150 23.194 21.503 22.283 
0.218 19.873 19.905 20.848 20.377 21.091 21.241 20.450 20.803 20.919 22.308 23.468 23.539 23.092 21.832 
0.231 20.239 20.420 20.491 20.574 20.095 20.601 20.489 20.388 20.813 22.010 22.170 21.072 21.601 21.321 
0.244 20.285 20.522 20.721 20.779 20.520 21.419 20.743 20.862 21.142 21.608 21.855 21.990 20.133 21.594 
0.259 20.137 20.433 20.434 20.847 20.759 20.896 20.513 21.016 20.715 21.312 22.021 22.095 22.082 21.272 
0.274 20.106 20.519 20.775 20.954 21.139 20.856 20.875 21.028 20.631 21.752 22.109 23.771 22.293 21.483 
0.290 20.313 20.391 20.730 21.101 20.567 21.181 20.772 20.780 21.273 21.369 22.253 23.153 24.024 21.757 
0.308 20.347 20.548 20.799 20.516 21.017 21.843 20.690 21.106 21.643 22.187 22.255 23.537 22.436 22.163 
0.326 20.485 20.639 20.999 20.836 21.529 21.844 20.955 21.238 22.111 22.266 22.128 23.026 22.852 22.255 
0.345 20.494 20.725 20.951 21.573 21.384 22.528 21.054 21.653 22.342 21.653 21.779 22.589 23.101 21.961 
0.366 20.766 20.737 21.395 21.447 21.338 22.097 21.284 21.463 22.030 22.161 22.257 22.425 21.327 22.208 
0.387 20.598 20.904 21.079 20.961 21.145 21.130 20.951 21.075 21.637 22.000 22.452 22.633 22.651 22.026 
0.410 20.758 20.896 21.270 21.051 21.153 21.090 21.152 21.165 21.477 22.079 22.228 21.631 22.697 21.792 
0.435 20.806 20.867 21.077 21.209 21.796 21.830 21.176 21.442 21.766 21.821 21.364 21.296 22.810 21.604 
0.461 20.882 20.961 21.244 21.475 21.851 21.974 21.209 21.860 21.592 21.807 22.218 21.995 21.940 21.874 
0.488 20.831 20.938 21.288 21.280 21.878 21.555 21.194 21.602 21.805 21.831 21.605 21.754 22.246 21.797 
0.517 20.917 20.949 21.284 21.258 21.553 21.326 21.234 21.374 21.595 21.534 22.203 22.471 22.355 21.791 
0.547 21.126 21.053 21.174 21.299 21.357 21.758 21.141 21.545 21.821 21.858 21.903 21.777 21.804 21.866 
0.580 21.191 21.161 21.484 21.343 21.696 21.526 21.340 21.640 21.402 21.649 21.848 21.566 22.008 21.629 
0.614 21.137 21.140 21.202 21.609 21.702 21.687 21.261 21.689 21.525 21.727 21.824 21.610 22.073 21.673 
0.651 21.322 21.197 21.313 21.454 21.299 21.234 21.322 21.254 21.595 21.679 21.932 21.902 22.075 21.779 
0.689 21.304 21.189 21.386 21.241 21.308 21.599 21.326 21.315 21.678 21.608 21.705 21.797 22.013 21.705 
0.730 21.346 21.261 21.248 21.196 21.438 21.612 21.228 21.393 21.506 21.692 21.811 21.756 21.671 21.678 
0.773 21.488 21.278 21.348 21.237 21.241 21.398 21.296 21.260 21.459 21.553 21.590 21.788 21.757 21.579 
0.819 21.571 21.332 21.287 21.268 21.243 21.500 21.273 21.324 21.556 21.426 21.669 21.369 21.332 21.500 
0.868 21.652 21.395 21.420 21.419 21.331 21.669 21.376 21.476 21.708 21.534 21.612 21.675 21.827 21.657 
0.919 21.831 21.467 21.449 21.471 21.422 21.548 21.440 21.471 21.557 21.607 21.639 21.853 21.685 21.629 
0.974 21.963 21.510 21.502 21.354 21.396 21.593 21.466 21.397 21.541 21.622 21.610 21.759 21.697 21.627 
1.032 21.944 21.638 21.565 21.456 21.529 21.561 21.547 21.499 21.588 21.578 21.633 21.739 21.906 21.639 
1.093 22.393 21.762 21.611 21.482 21.522 21.436 21.609 21.470 21.526 21.560 21.689 21.672 21.734 21.597 
1.158 22.483 21.916 21.653 21.502 21.457 21.722 21.679 21.502 21.654 21.519 21.482 21.693 21.695 21.563 
1.226 22.788 21.989 21.741 21.569 21.417 21.629 21.729 21.491 21.569 21.497 21.525 21.584 21.711 21.535 
1.299 22.918 22.133 21.767 21.542 21.480 21.506 21.752 21.482 21.527 21.381 21.609 21.571 21.743 21.507 
1.376 23.105 22.105 21.797 21.538 21.452 21.656 21.764 21.526 21.602 21.474 21.637 21.685 21.646 21.596 
1.458 23.288 22.318 21.835 21.581 21.524 21.573 21.845 21.531 21.527 21.422 21.569 21.584 21.714 21.513 
1.544 23.726 22.436 21.983 21.645 21.648 21.513 21.944 21.579 21.484 21.455 21.522 21.589 21.732 21.513 
1.636 24.054 22.532 21.975 21.701 21.606 21.499 21.963 21.592 21.481 21.365 21.499 21.568 21.619 21.474 
1.733 24.349 22.796 22.043 21.724 21.599 21.584 22.075 21.586 21.562 21.451 21.576 21.448 21.544 21.518 
1.836 24.753 22.954 22.176 21.809 21.785 21.726 22.191 21.745 21.620 21.433 21.451 21.453 21.637 21.491 
1.944 24.814 23.184 22.329 22.006 21.774 21.691 22.372 21.769 21.565 21.485 21.555 21.511 21.615 21.530 
2.060 25.276 23.381 22.512 22.064 21.851 21.789 22.528 21.849 21.696 21.542 21.537 21.588 21.573 21.590 
2.182 25.789 23.498 22.612 22.179 21.972 21.829 22.624 21.944 21.771 21.544 21.575 21.633 21.606 21.638 
2.311 26.188 23.656 22.675 22.250 22.038 21.852 22.715 21.985 21.764 21.570 21.594 21.672 21.645 21.661 
2.448 26.472 23.865 22.840 22.409 22.151 22.030 22.885 22.140 21.872 21.610 21.653 21.677 21.671 21.705 
2.594 26.779 24.049 22.908 22.497 22.202 22.034 22.974 22.191 21.926 21.668 21.667 21.651 21.683 21.735 
2.747 27.207 24.190 23.021 22.531 22.321 22.023 23.070 22.232 21.895 21.698 21.684 21.720 21.679 21.756 
2.910 27.370 24.393 23.164 22.657 22.375 22.058 23.221 22.310 21.956 21.697 21.686 21.774 21.737 21.781 
3.083 27.471 24.541 23.288 22.804 22.420 22.110 23.348 22.384 21.976 21.734 21.689 21.739 21.623 21.788 
3.266 28.040 24.736 23.379 22.868 22.449 22.180 23.444 22.437 22.046 21.801 21.682 21.755 21.704 21.824 
3.459 28.840 24.978 23.501 22.987 22.588 22.193 23.566 22.537 22.065 21.820 21.722 21.754 21.626 21.840 
3.665 29.455 25.451 23.688 23.066 22.648 22.315 23.753 22.624 22.144 21.856 21.704 21.803 21.661 21.871 
3.882 29.673 25.898 24.071 23.287 22.793 22.357 24.095 22.748 22.257 21.895 21.703 21.809 21.662 21.901 
4.112 30.655 26.327 24.428 23.521 22.969 22.424 24.365 22.914 22.263 21.949 21.707 21.831 21.683 21.931 
