# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 21.390 21.946 23.873 22.857 22.065 24.222 23.024 22.452 25.200 23.846 28.191 25.693 27.284 24.693 
0.109 18.723 18.871 19.709 20.376 19.420 18.695 19.599 19.534 19.217 22.117 20.980 20.948 21.390 20.170 
0.116 18.913 18.325 18.794 19.172 20.833 18.702 18.617 19.628 19.101 21.773 21.181 19.305 25.351 19.712 
0.122 18.509 18.306 19.036 19.899 19.263 18.765 19.011 19.028 18.853 19.522 21.812 25.637 26.408 19.838 
0.130 18.221 18.670 18.318 18.346 18.731 20.680 18.512 18.666 19.766 20.688 20.639 21.870 22.112 20.441 
0.137 18.684 18.415 18.674 19.100 18.039 20.153 18.709 18.549 20.017 19.678 21.791 22.275 22.815 20.444 
0.145 18.489 18.502 19.303 18.352 19.871 18.326 18.652 19.058 18.989 20.839 21.608 20.665 19.455 19.904 
0.154 18.965 18.837 18.648 18.670 19.188 19.632 18.876 18.934 19.952 20.058 20.058 21.279 23.985 20.118 
0.163 18.601 18.637 19.145 18.890 19.002 20.507 19.106 19.129 20.801 19.956 19.306 20.599 20.955 19.959 
0.173 18.728 18.913 19.520 18.680 18.600 19.311 18.932 18.840 19.363 19.503 19.530 19.814 20.380 19.467 
0.183 19.132 18.959 18.754 18.634 18.927 20.575 18.673 19.136 20.052 18.935 19.272 19.534 20.208 19.505 
0.194 18.894 19.150 18.963 19.529 18.835 19.678 19.226 19.123 19.911 19.288 19.307 19.996 20.988 19.753 
0.206 19.363 19.211 19.739 18.955 20.017 20.245 19.489 19.431 20.291 19.254 19.063 19.141 21.719 19.325 
0.218 19.257 19.026 19.185 19.605 19.662 19.900 19.241 19.546 19.929 19.748 20.366 20.191 19.873 19.999 
0.231 19.377 19.154 19.349 19.468 19.537 19.979 19.384 19.502 19.851 19.799 19.884 19.999 21.119 19.910 
0.244 19.253 19.327 19.767 20.046 20.167 20.017 19.715 20.090 20.035 20.023 20.411 20.091 20.174 20.118 
0.259 19.405 19.403 19.662 19.471 19.735 20.008 19.672 19.515 20.136 19.737 19.820 19.460 21.041 19.723 
0.274 19.292 19.748 19.996 19.786 20.222 20.047 19.879 20.153 19.941 19.493 19.747 19.957 20.145 19.762 
0.290 19.192 19.714 19.708 20.071 20.031 20.446 19.811 20.169 20.308 20.260 20.071 19.997 20.828 20.188 
0.308 19.731 19.859 19.962 20.019 20.290 20.939 19.925 20.350 20.394 20.398 20.498 19.824 19.506 20.278 
0.326 19.643 19.817 20.116 20.188 19.981 19.870 20.045 20.100 20.026 20.031 20.263 20.052 20.229 20.116 
0.345 19.771 19.819 19.904 19.743 20.118 19.808 19.865 19.855 20.097 20.388 20.100 20.180 20.532 20.158 
0.366 19.804 19.815 19.910 19.914 19.539 19.784 19.862 19.705 20.027 20.277 20.876 20.218 20.707 20.275 
0.387 19.857 19.602 19.704 19.850 19.736 19.771 19.662 19.886 19.525 20.005 20.454 20.249 20.457 19.936 
0.410 20.002 19.806 20.032 20.100 19.944 19.733 20.032 19.880 19.896 20.163 20.399 20.746 20.789 20.190 
0.435 20.167 19.990 20.243 19.913 19.955 19.766 20.085 19.953 19.826 20.400 20.828 20.350 20.645 20.284 
0.461 20.134 19.947 19.913 19.915 20.067 20.295 19.919 20.033 20.253 20.146 20.012 20.257 20.700 20.170 
0.488 20.212 20.018 20.085 20.051 20.419 20.084 20.060 20.245 20.076 20.153 20.292 20.120 20.480 20.154 
0.517 20.501 20.198 20.058 19.857 19.950 19.948 19.998 19.927 20.246 20.190 20.355 20.243 20.408 20.283 
0.547 20.404 20.308 20.103 20.095 20.150 20.001 20.104 20.138 20.119 19.924 20.261 20.222 20.508 20.114 
0.580 20.562 20.385 20.179 19.983 19.962 19.893 20.154 19.972 20.069 20.279 20.486 20.543 20.503 20.306 
0.614 20.661 20.320 20.085 19.965 20.119 20.250 20.085 20.121 20.152 19.945 20.038 20.331 20.562 20.110 
0.651 20.784 20.391 20.149 19.930 20.021 19.963 20.141 19.955 19.968 20.035 20.107 20.185 20.257 20.047 
0.689 20.908 20.431 20.217 20.044 20.108 20.210 20.173 20.147 20.237 20.149 20.382 20.159 20.329 20.220 
0.730 21.095 20.465 20.212 20.107 20.145 20.241 20.213 20.158 20.216 20.194 20.256 20.234 20.447 20.228 
0.773 21.387 20.555 20.289 19.992 20.012 20.079 20.252 20.003 20.111 20.012 20.242 20.212 20.215 20.132 
0.819 21.471 20.665 20.250 20.093 20.012 19.922 20.262 20.033 19.926 20.016 20.018 20.344 20.311 20.037 
0.868 21.878 20.808 20.323 20.079 20.033 20.064 20.318 20.056 20.025 19.983 19.981 20.041 20.329 20.000 
0.919 22.019 20.888 20.376 20.046 20.122 20.061 20.335 20.120 20.104 20.073 20.015 20.108 20.388 20.077 
0.974 22.293 21.030 20.551 20.196 20.019 20.160 20.512 20.119 20.109 19.983 20.005 20.068 20.308 20.051 
1.032 22.477 21.220 20.597 20.199 20.049 20.077 20.577 20.087 20.079 19.906 19.984 20.136 20.365 20.031 
1.093 22.690 21.339 20.735 20.325 20.144 20.082 20.692 20.180 20.079 19.987 20.115 20.128 20.241 20.079 
1.158 23.033 21.567 20.849 20.423 20.197 20.060 20.824 20.201 20.089 20.026 20.036 20.098 20.282 20.054 
1.226 23.307 21.654 20.930 20.447 20.257 20.233 20.892 20.286 20.222 20.026 20.188 20.169 20.314 20.140 
1.299 23.448 21.779 21.085 20.572 20.460 20.270 21.007 20.449 20.211 20.008 20.065 19.995 20.123 20.078 
1.376 23.811 21.947 21.147 20.631 20.430 20.169 21.084 20.403 20.206 20.039 20.118 20.012 20.215 20.101 
1.458 23.925 22.134 21.345 20.758 20.487 20.134 21.273 20.448 20.143 20.018 20.084 20.091 20.151 20.080 
1.544 24.209 22.109 21.347 20.708 20.634 20.297 21.256 20.538 20.215 20.020 20.094 20.175 20.188 20.123 
1.636 24.760 22.319 21.349 20.836 20.591 20.276 21.329 20.548 20.242 20.049 20.108 20.012 20.119 20.106 
1.733 24.852 22.448 21.479 20.870 20.627 20.299 21.432 20.572 20.260 20.045 20.088 20.090 20.201 20.117 
1.836 25.171 22.593 21.525 20.909 20.753 20.313 21.495 20.641 20.296 20.031 20.082 20.052 20.192 20.118 
1.944 25.676 22.903 21.705 21.046 20.766 20.428 21.654 20.721 20.375 20.074 20.096 20.058 20.102 20.155 
2.060 25.825 23.153 21.762 21.103 20.795 20.392 21.752 20.724 20.393 20.115 20.168 20.081 20.191 20.188 
2.182 26.688 23.332 21.932 21.237 20.907 20.473 21.876 20.852 20.452 20.109 20.125 20.064 20.037 20.189 
2.311 26.302 23.452 22.118 21.337 21.001 20.453 22.045 20.891 20.448 20.116 20.102 20.027 20.129 20.171 
2.448 26.601 23.712 22.299 21.471 21.080 20.464 22.226 20.957 20.515 20.182 20.127 20.086 20.071 20.226 
