# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 23.829 24.189 25.266 26.320 26.947 26.395 25.346 26.647 26.663 26.631 26.312 31.837 32.256 26.605 
0.109 20.969 20.804 22.080 21.899 21.604 22.163 21.536 22.296 21.409 28.511 28.403 25.266 26.378 22.631 
0.116 19.917 20.916 21.462 23.630 21.495 21.115 21.663 21.337 22.187 24.991 25.187 25.231 27.666 23.258 
0.122 19.940 20.491 21.659 20.985 22.378 24.135 20.942 22.509 24.075 23.213 23.754 25.441 25.497 23.991 
0.130 20.108 20.016 21.075 20.802 20.643 22.328 20.645 20.933 21.628 23.360 21.584 23.368 24.347 21.986 
0.137 20.017 20.309 21.055 21.634 21.850 20.692 20.976 21.376 21.027 21.297 22.719 22.332 22.557 21.511 
0.145 19.877 20.092 20.297 21.646 21.141 21.902 20.471 21.301 22.207 22.513 24.462 22.738 23.799 22.624 
0.154 19.863 19.888 20.471 20.974 20.795 20.733 20.470 20.724 21.219 23.169 23.724 22.586 22.053 22.090 
0.163 19.904 20.022 20.583 21.622 21.562 21.772 20.623 21.660 21.731 21.551 22.221 22.322 21.942 21.799 
0.173 19.774 20.337 20.430 20.785 21.217 22.417 20.508 21.154 21.434 21.497 21.759 21.526 23.912 21.465 
0.183 19.992 20.294 20.694 20.867 21.296 20.949 20.588 21.285 21.098 21.348 21.935 22.905 21.470 21.515 
0.194 20.108 20.264 20.611 20.826 21.558 21.966 20.664 21.371 21.967 21.745 21.994 22.214 22.119 21.959 
0.206 20.038 20.294 20.701 20.885 21.019 21.257 20.629 21.107 21.390 21.854 22.387 21.506 23.770 21.664 
0.218 20.249 20.360 20.666 21.099 21.209 21.444 20.687 21.271 21.489 21.612 22.235 23.049 22.826 21.923 
0.231 20.359 20.449 20.689 21.152 21.083 21.372 20.801 21.039 21.872 21.911 22.622 22.300 21.608 22.016 
0.244 20.416 20.506 20.942 20.816 20.653 21.220 20.833 20.838 21.337 21.520 22.052 22.319 22.826 21.704 
0.259 20.535 20.730 20.738 20.971 21.385 21.205 20.789 21.294 21.328 21.152 22.048 22.849 22.265 21.560 
0.274 20.479 20.684 20.913 20.714 20.876 21.380 20.802 20.990 21.411 21.145 21.317 22.099 23.162 21.414 
0.290 20.682 20.651 20.590 21.031 21.262 21.257 20.721 21.165 21.195 21.502 21.950 21.975 22.398 21.540 
0.308 20.758 20.730 20.715 20.801 20.847 21.373 20.714 20.958 21.380 21.263 21.821 22.403 21.967 21.550 
