# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 25.752 25.384 26.718 28.369 28.407 26.440 26.515 27.186 27.203 29.050 28.363 29.158 36.458 28.028 
0.109 21.709 22.204 22.512 23.489 24.619 25.911 22.606 24.108 25.768 26.769 30.374 27.676 27.551 26.641 
0.116 21.650 22.055 23.370 22.908 25.400 23.349 22.949 23.747 22.709 22.892 25.776 26.341 25.870 23.567 
0.122 21.440 21.877 22.637 22.192 24.132 23.094 22.324 23.410 22.656 23.676 24.267 25.531 25.188 23.423 
0.130 21.411 21.696 21.730 22.648 22.518 21.859 22.010 22.063 22.496 23.189 24.303 27.280 27.476 23.168 
0.137 21.320 21.509 21.758 22.599 22.618 22.052 21.842 22.479 22.427 23.593 23.606 23.088 23.315 23.088 
0.145 21.181 21.426 21.853 22.221 22.448 22.089 21.784 22.111 22.786 22.967 23.092 23.162 22.990 23.011 
0.154 21.116 21.350 21.712 22.399 23.561 22.074 21.718 22.730 22.617 23.458 23.779 25.337 24.654 23.250 
0.163 21.330 21.662 21.775 21.964 22.471 22.475 21.728 22.454 22.616 23.342 22.891 25.251 25.411 23.014 
0.173 21.314 21.655 21.703 21.742 22.490 23.177 21.687 22.429 22.627 22.741 23.220 22.457 22.884 22.738 
0.183 21.457 21.670 22.026 22.304 22.478 22.451 21.952 22.586 22.633 23.484 24.087 23.349 23.274 23.206 
0.194 21.503 21.644 21.806 22.155 22.344 22.891 21.780 22.624 22.554 22.736 22.573 23.210 24.261 22.804 
0.206 21.479 21.706 21.817 22.135 22.952 23.704 21.879 22.751 23.006 23.156 23.247 23.160 22.984 23.106 
0.218 21.552 21.802 22.080 22.229 22.561 22.350 22.062 22.330 22.509 22.537 23.686 23.945 25.014 22.963 
0.231 21.889 21.822 22.192 22.250 22.977 22.669 22.110 22.650 22.525 23.278 23.483 23.682 24.016 23.165 
0.244 21.600 21.846 22.039 22.422 22.761 22.607 22.089 22.562 22.601 23.172 23.352 23.668 24.879 23.040 
0.259 21.997 22.094 22.300 22.354 22.639 22.704 22.263 22.626 22.740 22.739 23.341 23.377 23.760 22.974 
0.274 22.113 22.222 22.204 22.320 22.334 22.832 22.250 22.439 22.647 22.980 23.216 23.511 24.323 23.008 
0.290 21.964 22.094 22.259 22.353 22.175 22.675 22.281 22.296 22.501 22.417 23.001 23.755 23.474 22.781 
0.308 22.085 22.136 22.155 22.302 22.244 22.449 22.156 22.356 22.448 22.618 22.993 23.135 23.128 22.719 
0.326 22.114 22.121 22.139 22.174 22.415 22.404 22.146 22.298 22.523 22.645 22.738 22.797 23.184 22.653 
0.345 22.241 22.059 21.998 22.116 22.165 22.212 22.037 22.157 22.211 22.275 22.574 23.431 23.486 22.494 
0.366 22.481 22.258 22.036 22.182 22.142 22.238 22.123 22.151 22.308 22.472 22.628 23.101 23.224 22.528 
0.387 22.658 22.286 22.015 22.154 21.982 22.403 22.099 22.107 22.177 22.183 22.706 22.984 23.106 22.472 
0.410 22.727 22.436 22.205 22.136 22.154 22.053 22.233 22.098 22.083 22.283 22.472 22.398 22.954 22.269 
