# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 22.052 21.846 24.564 24.382 26.088 27.916 23.406 25.729 25.841 25.657 30.692 34.430 30.767 26.233 
0.109 18.915 19.254 21.086 22.668 23.744 22.184 20.809 23.810 22.486 23.158 22.920 24.575 32.755 22.854 
0.116 18.547 17.905 20.168 22.033 19.914 21.428 19.027 20.504 22.462 25.242 23.277 31.553 28.906 23.242 
0.122 18.104 17.553 18.919 18.921 19.184 19.565 18.197 19.519 17.736 17.974 21.317 24.258 26.895 18.926 
0.130 18.082 18.359 18.058 18.553 21.857 18.738 18.161 21.086 18.862 22.446 22.694 25.286 26.704 20.065 
0.137 17.320 17.629 18.317 19.932 19.003 18.655 18.478 18.857 19.562 21.739 21.929 21.636 33.564 20.625 
0.145 17.957 17.862 17.945 18.978 19.974 21.207 18.068 20.395 21.011 19.344 20.878 22.939 21.794 20.211 
0.154 17.128 18.159 18.556 18.995 20.510 23.476 18.630 20.141 21.505 18.972 21.258 22.692 23.868 20.072 
0.163 17.391 18.196 18.372 19.642 19.332 19.426 18.700 19.672 19.898 20.726 20.919 21.672 21.697 20.551 
0.173 17.509 17.632 18.280 18.702 19.087 19.331 18.270 19.076 18.942 19.020 22.331 20.742 19.571 19.613 
0.183 17.157 17.852 18.347 18.734 20.721 19.219 18.345 19.756 19.196 19.717 20.098 20.626 18.472 19.815 
0.194 17.308 17.664 17.911 18.567 19.476 19.783 18.012 19.182 20.289 21.002 21.157 22.078 25.280 20.846 
0.206 17.624 17.984 19.310 18.632 19.635 20.750 19.072 19.021 19.984 19.216 19.615 21.025 21.647 19.889 
0.218 17.255 17.878 18.594 18.801 18.483 20.401 18.482 18.902 20.782 19.538 20.053 21.070 21.485 20.191 
0.231 17.471 18.184 18.648 19.423 19.099 18.867 18.765 18.991 19.614 20.742 22.587 21.785 21.399 20.508 
0.244 17.605 18.170 18.664 19.297 19.096 19.115 18.559 19.378 19.516 19.354 20.180 21.808 20.902 19.710 
0.259 17.408 18.077 18.605 19.024 19.652 19.537 18.614 19.328 19.482 20.012 19.708 20.708 22.254 19.835 
0.274 17.575 18.237 18.638 19.107 19.409 19.150 18.667 19.219 19.289 20.613 21.223 21.748 21.651 20.137 
0.290 17.530 18.164 18.636 19.037 19.056 18.983 18.672 19.125 19.285 19.719 20.235 21.182 21.940 19.855 
0.308 17.610 18.220 18.659 19.263 19.123 19.514 18.747 19.272 19.707 19.980 21.284 20.968 21.762 20.208 
0.326 17.615 18.095 18.785 19.032 18.785 18.697 18.689 18.813 19.054 19.709 20.183 21.430 21.337 19.686 
0.345 17.841 18.133 18.637 18.885 19.385 20.001 18.591 19.387 19.819 19.213 19.480 19.551 21.602 19.428 
0.366 17.858 18.211 18.703 18.711 19.265 19.047 18.612 19.227 18.937 19.594 20.314 20.654 21.087 19.637 
0.387 17.844 18.255 18.590 19.006 19.162 19.323 18.643 19.098 19.528 19.290 20.185 20.654 21.645 19.734 
0.410 17.872 18.336 18.612 18.980 19.007 19.240 18.613 19.036 19.370 19.617 20.277 20.651 20.459 19.810 
0.435 18.044 18.262 18.569 18.941 18.868 19.029 18.591 18.865 19.158 19.326 19.609 20.100 21.025 19.500 
0.461 17.950 18.185 18.379 18.569 18.823 18.896 18.413 18.779 18.976 19.296 19.373 19.470 19.933 19.246 
0.488 18.060 18.234 18.423 18.696 18.842 19.300 18.445 18.914 19.193 18.986 19.655 20.240 20.502 19.429 
0.517 18.112 18.117 18.350 18.663 18.712 18.742 18.342 18.721 18.673 18.880 19.716 19.996 19.773 19.170 
0.547 18.071 18.237 18.342 18.601 18.626 18.694 18.386 18.615 18.860 19.074 19.555 20.222 19.742 19.262 
0.580 18.223 18.229 18.253 18.510 18.550 18.468 18.323 18.504 18.664 18.808 19.211 19.781 19.762 18.976 
0.614 18.450 18.346 18.374 18.477 18.466 18.501 18.372 18.494 18.585 18.695 19.164 19.543 19.604 18.897 
0.651 18.632 18.402 18.286 18.523 18.495 18.587 18.339 18.543 18.554 18.837 18.970 19.551 19.837 18.881 
0.689 18.890 18.417 18.365 18.373 18.392 18.415 18.365 18.378 18.528 18.801 19.244 19.344 19.401 18.885 
0.730 19.211 18.550 18.380 18.409 18.476 18.606 18.409 18.482 18.611 18.770 19.087 19.463 19.410 18.892 
0.773 19.394 18.768 18.575 18.408 18.411 18.541 18.528 18.448 18.589 18.577 19.014 19.281 19.407 18.803 
0.819 19.839 18.941 18.691 18.503 18.394 18.713 18.688 18.472 18.662 18.625 19.035 19.344 19.368 18.847 
0.868 20.126 19.129 18.865 18.566 18.509 18.774 18.794 18.598 18.711 18.655 18.812 18.946 19.360 18.759 
0.919 20.265 19.326 19.022 18.743 18.727 18.827 18.987 18.735 18.795 18.674 18.837 19.137 19.385 18.836 
0.974 20.651 19.519 19.120 18.858 18.737 18.988 19.089 18.833 18.888 18.740 18.860 19.034 19.422 18.874 
1.032 20.935 19.824 19.336 19.031 18.870 19.119 19.330 18.959 19.062 18.810 18.976 19.225 19.350 18.994 
1.093 21.383 20.060 19.462 19.188 19.006 19.200 19.451 19.109 19.114 18.783 18.963 19.064 19.296 18.980 
1.158 21.513 20.271 19.658 19.318 19.104 19.359 19.636 19.201 19.373 19.015 18.968 19.067 19.369 19.098 
1.226 22.111 20.508 19.794 19.455 19.306 19.491 19.801 19.365 19.422 19.097 19.059 19.186 19.489 19.185 
1.299 22.207 20.776 19.941 19.597 19.423 19.640 19.950 19.504 19.487 19.111 19.160 19.285 19.590 19.252 
1.376 22.726 20.943 20.160 19.718 19.523 19.586 20.132 19.565 19.536 19.222 19.181 19.278 19.557 19.296 
1.458 23.027 21.319 20.259 19.755 19.660 19.798 20.261 19.709 19.686 19.220 19.295 19.343 19.650 19.383 
1.544 23.402 21.408 20.392 19.902 19.715 19.841 20.403 19.757 19.729 19.307 19.318 19.332 19.681 19.429 
1.636 23.612 21.670 20.582 20.084 19.944 20.047 20.575 19.992 19.882 19.401 19.322 19.423 19.739 19.502 
1.733 24.024 21.904 20.759 20.237 20.082 20.152 20.764 20.107 19.934 19.417 19.400 19.456 19.682 19.550 
1.836 24.272 22.104 20.832 20.390 20.233 20.208 20.887 20.242 20.033 19.487 19.562 19.589 19.837 19.663 
1.944 24.735 22.397 21.063 20.487 20.278 20.262 21.079 20.306 20.094 19.604 19.638 19.629 19.783 19.735 
2.060 25.088 22.720 21.340 20.661 20.418 20.401 21.356 20.424 20.188 19.683 19.683 19.813 19.941 19.838 
2.182 25.445 23.086 21.594 20.934 20.547 20.614 21.605 20.631 20.337 19.774 19.749 19.828 19.911 19.917 
2.311 26.506 23.335 21.757 21.100 20.707 20.492 21.791 20.697 20.370 19.820 19.802 19.864 19.952 19.961 
2.448 26.456 23.851 22.139 21.277 20.889 20.662 22.148 20.859 20.520 19.943 19.916 19.947 20.079 20.067 
2.594 27.395 24.494 22.435 21.603 21.117 20.854 22.445 21.114 20.628 19.997 19.945 20.001 20.109 20.128 
2.747 28.151 24.746 22.708 21.751 21.316 21.016 22.673 21.305 20.769 20.087 20.022 20.129 20.202 20.236 
2.910 27.154 25.179 23.084 21.962 21.506 21.004 22.976 21.429 20.866 20.115 20.050 20.207 20.190 20.271 
3.083 29.720 25.457 23.395 22.238 21.640 21.083 23.231 21.567 20.932 20.232 20.048 20.206 20.219 20.328 
3.266 30.008 25.701 23.581 22.347 21.807 21.178 23.354 21.724 21.023 20.301 20.042 20.226 20.177 20.360 
3.459 29.910 26.030 23.844 22.513 21.947 21.144 23.592 21.781 21.120 20.325 19.998 20.200 20.235 20.356 
3.665 28.886 26.315 24.155 22.571 22.064 21.251 23.707 21.924 21.158 20.366 19.987 20.102 20.161 20.351 
3.882 30.711 26.618 24.214 22.689 22.148 21.345 23.819 22.016 21.211 20.371 19.931 20.081 20.132 20.331 
4.112 29.278 26.432 24.318 22.731 22.228 21.362 23.899 22.059 21.237 20.364 19.916 20.060 20.116 20.322 
4.356 32.529 26.837 24.547 22.854 22.233 21.334 24.039 22.067 21.230 20.381 19.880 20.027 20.072 20.303 
4.614 31.404 26.901 24.531 22.859 22.214 21.401 24.023 22.106 21.263 20.349 19.826 19.976 19.999 20.267 
4.888 35.337 26.880 24.569 22.912 22.305 21.427 24.129 22.138 21.250 20.379 19.807 19.928 19.992 20.250 
5.178 32.859 26.986 24.954 23.054 22.424 21.431 24.278 22.250 21.250 20.366 19.798 19.971 20.006 20.261 
5.485 34.904 27.387 25.210 23.219 22.608 21.613 24.453 22.453 21.377 20.423 19.791 19.941 20.009 20.276 
5.810 35.439 27.646 25.663 23.456 22.857 21.711 24.710 22.620 21.477 20.508 19.833 20.009 19.992 20.339 
6.155 39.363 28.145 26.147 23.814 23.046 21.880 25.171 22.814 21.614 20.600 19.844 20.022 20.035 20.383 
6.520 41.523 29.242 26.883 24.329 23.441 22.184 25.753 23.223 21.801 20.751 19.922 20.098 20.117 20.483 
6.906 49.747 30.348 27.547 24.896 23.747 22.533 26.383 23.559 22.044 20.932 20.011 20.127 20.190 20.586 
7.316 60.186 30.222 28.475 25.455 24.191 22.881 26.975 23.974 22.283 21.106 20.115 20.218 20.291 20.706 
7.750 nan 33.197 29.253 26.184 24.641 23.251 27.760 24.414 22.575 21.275 20.188 20.254 20.337 20.802 
8.210 67.117 32.606 29.401 26.641 24.882 23.594 28.109 24.742 22.732 21.410 20.262 20.329 20.436 20.889 
8.696 81.647 32.120 30.381 26.965 25.281 23.852 28.657 25.031 22.904 21.518 20.319 20.342 20.485 20.946 
9.212 53.223 34.197 29.775 27.436 25.441 24.155 28.767 25.350 23.077 21.659 20.415 20.423 20.599 21.048 
9.759 nan 38.102 31.838 28.103 25.787 24.306 30.246 25.600 23.256 21.799 20.534 20.519 20.723 21.168 
10.337 71.323 36.969 31.112 28.244 26.443 24.757 29.988 26.074 23.459 21.924 20.669 20.646 20.844 21.302 
10.950 75.297 39.448 31.727 29.290 26.609 24.900 31.077 26.330 23.549 22.098 20.811 20.761 20.987 21.434 
11.600 67.249 39.346 33.388 29.137 27.159 25.271 30.926 26.832 23.840 22.291 20.972 20.941 21.134 21.615 
12.288 79.529 42.676 31.583 30.107 27.606 25.707 31.366 27.372 24.006 22.472 21.161 21.107 21.254 21.794 
13.016 92.320 47.697 34.692 31.004 28.215 26.011 32.200 27.899 24.230 22.696 21.366 21.231 21.412 21.971 
13.788 79.715 36.476 33.665 30.854 28.207 26.131 32.216 27.873 24.307 22.808 21.572 21.366 21.514 22.131 
14.606 86.723 40.812 33.419 30.344 28.018 26.236 31.921 27.893 24.417 22.917 21.799 21.553 21.634 22.319 
15.472 95.335 37.457 32.550 29.025 27.178 25.844 31.404 27.051 24.399 22.922 22.037 21.762 21.746 22.496 
16.390 83.873 36.862 32.016 28.712 26.962 25.734 30.893 26.872 24.398 22.966 22.272 21.934 21.805 22.652 
17.362 nan 39.911 32.268 28.544 27.032 25.884 31.191 26.913 24.467 23.055 22.406 22.099 21.979 22.793 
18.392 77.511 43.495 31.612 28.763 27.265 26.070 31.281 27.147 24.598 23.136 22.542 22.210 21.978 22.908 
19.482 101.287 39.561 32.705 29.156 27.569 26.326 31.770 27.407 24.802 23.242 22.691 22.351 22.114 23.054 
20.638 105.682 44.567 34.847 29.407 27.866 26.852 32.818 27.821 25.029 23.368 22.798 22.490 22.187 23.192 
21.862 nan nan 34.838 30.304 28.733 27.172 33.788 28.396 25.356 23.541 22.928 22.659 22.317 23.355 
23.158 107.480 nan 36.497 30.593 28.712 27.497 34.548 28.586 25.662 23.737 23.105 22.774 22.402 23.517 
24.532 nan nan 35.811 31.881 29.503 27.954 34.973 29.402 25.906 23.956 23.224 22.910 22.547 23.671 
25.987 nan 84.152 37.637 31.823 30.127 28.397 34.683 29.821 26.405 24.189 23.441 23.107 22.734 23.890 
