# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 24.869 25.162 25.884 27.371 26.170 25.839 25.965 26.109 27.041 27.084 29.722 32.484 27.935 27.546 
0.109 22.032 22.091 23.292 23.572 23.438 22.490 22.987 23.063 23.017 24.322 25.714 23.423 27.675 23.675 
0.116 22.127 21.936 22.220 22.871 23.419 22.198 22.422 22.828 22.349 22.999 25.122 22.716 23.572 22.990 
0.122 21.674 22.162 21.561 22.779 21.682 24.079 21.897 22.252 22.932 23.138 24.244 24.895 29.969 23.610 
0.130 21.663 22.240 22.193 22.033 22.345 22.437 22.073 22.434 23.239 23.124 24.605 25.025 27.048 23.585 
0.137 22.136 21.895 22.140 21.969 23.466 21.687 22.090 22.062 22.264 23.046 24.347 24.858 22.838 23.126 
0.145 22.084 21.915 22.450 22.554 22.431 22.343 22.430 22.351 22.146 23.027 24.387 25.588 26.698 23.050 
0.154 22.461 22.335 22.695 22.005 22.879 22.447 22.383 22.654 22.994 23.341 23.921 24.920 24.987 23.485 
0.163 22.409 22.160 22.567 22.649 22.392 22.446 22.431 22.467 23.124 22.982 22.778 23.321 25.749 23.005 
0.173 22.142 22.350 22.442 22.607 22.640 22.324 22.466 22.574 22.842 22.960 23.418 24.026 23.623 23.108 
0.183 22.305 22.248 22.558 22.241 22.193 22.956 22.390 22.302 23.581 22.854 22.678 23.195 24.067 22.977 
0.194 22.347 22.580 22.530 22.773 22.360 22.438 22.594 22.475 22.907 23.379 22.854 22.577 23.814 22.814 
0.206 22.609 22.759 22.833 22.671 22.719 23.296 22.812 22.780 23.166 23.185 23.087 23.709 23.683 23.290 
0.218 22.506 22.500 22.488 23.217 22.426 23.021 22.554 22.740 23.562 23.015 22.811 23.161 23.680 23.142 
0.231 22.800 22.662 22.506 23.221 23.186 23.614 22.640 23.341 23.236 23.507 23.491 24.082 24.757 23.496 
0.244 22.627 22.689 22.889 22.991 23.159 22.902 22.938 22.975 23.282 23.339 23.658 23.245 23.921 23.347 
0.259 22.765 22.895 23.012 23.096 22.994 23.415 23.049 23.067 23.498 22.919 22.712 22.858 23.070 23.079 
0.274 22.761 22.975 23.030 23.342 23.119 23.612 23.067 23.324 23.658 23.573 23.249 23.568 23.870 23.527 
0.290 22.892 23.029 23.111 23.318 23.354 23.410 23.162 23.418 23.912 23.907 23.867 23.429 24.077 23.785 
0.308 22.931 23.078 23.347 23.415 23.655 23.699 23.360 23.585 23.568 23.782 23.714 23.668 22.996 23.643 
0.326 23.072 23.300 23.218 23.241 23.199 23.221 23.299 23.160 23.379 23.803 23.622 24.191 23.694 23.658 
0.345 23.153 23.090 23.172 23.141 23.616 23.266 23.121 23.417 23.411 23.630 24.163 24.032 23.771 23.716 
0.366 23.082 23.232 23.309 23.345 23.502 23.151 23.281 23.392 23.195 23.566 24.118 24.271 23.428 23.705 
0.387 23.175 23.139 22.950 23.254 23.416 23.036 23.052 23.278 22.914 23.325 23.465 24.086 23.728 23.352 
0.410 23.314 23.385 23.543 23.582 23.382 23.403 23.525 23.473 23.177 23.354 23.947 23.930 23.450 23.507 
0.435 23.435 23.355 23.435 23.404 23.525 23.341 23.409 23.401 23.550 23.707 23.929 24.285 24.061 23.810 
0.461 23.565 23.435 23.394 23.384 23.433 23.737 23.373 23.507 23.536 23.553 23.604 23.691 24.140 23.599 
0.488 23.707 23.486 23.434 23.207 23.345 23.307 23.388 23.320 23.462 23.633 23.778 23.683 23.547 23.597 
0.517 23.681 23.615 23.441 23.337 23.511 23.712 23.419 23.539 23.738 23.637 23.753 23.511 23.754 23.640 
0.547 23.855 23.721 23.562 23.521 23.333 23.513 23.589 23.419 23.506 23.545 23.633 23.848 24.011 23.609 
0.580 23.809 23.646 23.501 23.450 23.469 23.551 23.525 23.480 23.564 23.642 23.636 23.849 24.200 23.653 
0.614 24.059 23.628 23.581 23.496 23.479 23.644 23.562 23.528 23.608 23.567 23.643 23.608 23.784 23.612 
0.651 24.120 23.818 23.593 23.439 23.450 23.658 23.586 23.493 23.536 23.496 23.676 23.680 23.624 23.588 
0.689 24.258 23.834 23.592 23.409 23.535 23.511 23.562 23.493 23.618 23.589 23.707 23.743 23.662 23.666 
0.730 24.454 23.805 23.652 23.363 23.517 23.388 23.597 23.406 23.501 23.570 23.686 23.745 23.702 23.598 
0.773 24.492 23.930 23.621 23.510 23.456 23.363 23.643 23.415 23.434 23.461 23.524 23.623 23.842 23.505 
0.819 24.787 24.040 23.662 23.534 23.478 23.447 23.704 23.441 23.482 23.516 23.486 23.475 23.697 23.502 
0.868 25.019 24.132 23.686 23.534 23.476 23.492 23.724 23.477 23.476 23.502 23.629 23.547 23.668 23.537 
0.919 25.327 24.273 23.820 23.611 23.529 23.462 23.833 23.491 23.526 23.497 23.472 23.560 23.718 23.508 
0.974 25.521 24.470 23.872 23.654 23.538 23.443 23.918 23.509 23.459 23.503 23.472 23.522 23.801 23.480 
1.032 25.670 24.533 23.979 23.723 23.574 23.499 23.997 23.567 23.533 23.475 23.544 23.556 23.698 23.524 
1.093 26.160 24.692 24.046 23.867 23.606 23.434 24.099 23.594 23.445 23.472 23.439 23.580 23.728 23.473 
1.158 26.275 24.817 24.092 23.842 23.602 23.575 24.137 23.623 23.562 23.440 23.467 23.548 23.639 23.508 
1.226 26.788 24.919 24.323 23.989 23.846 23.664 24.326 23.782 23.644 23.520 23.595 23.586 23.608 23.589 
1.299 27.023 25.072 24.348 23.995 23.779 23.682 24.355 23.769 23.634 23.522 23.524 23.646 23.562 23.585 
1.376 27.271 25.272 24.421 24.073 23.818 23.651 24.472 23.795 23.582 23.462 23.487 23.548 23.646 23.519 
1.458 27.483 25.328 24.468 24.195 23.924 23.698 24.521 23.883 23.601 23.489 23.496 23.659 23.636 23.554 
1.544 27.908 25.461 24.511 24.238 23.921 23.780 24.575 23.939 23.629 23.487 23.502 23.615 23.638 23.552 
