# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 26.504 25.409 27.630 29.746 28.638 30.367 26.493 29.001 30.677 29.214 29.522 35.646 34.719 29.954 
0.109 21.956 22.412 24.093 25.461 27.037 28.014 23.778 26.965 26.552 27.615 27.174 26.505 28.592 27.102 
0.116 21.918 22.346 22.037 25.106 25.962 23.132 22.396 24.033 24.040 23.914 26.933 26.990 33.225 24.425 
0.122 21.677 21.755 21.161 22.167 22.595 25.264 21.537 22.410 24.270 21.579 25.022 25.317 28.251 22.692 
0.130 20.967 21.612 21.551 24.170 22.256 25.393 21.776 23.008 22.495 23.372 27.914 28.940 29.690 23.712 
0.137 20.779 21.544 21.356 23.421 23.345 22.606 21.689 22.945 22.779 25.316 26.592 25.213 29.111 23.869 
0.145 20.871 21.352 21.292 22.291 23.943 23.848 21.516 22.758 24.321 22.920 24.769 24.494 25.996 23.758 
0.154 20.635 21.345 22.052 22.187 23.046 24.473 21.921 23.123 25.221 22.470 22.965 25.588 28.988 23.527 
0.163 20.689 21.444 22.577 22.065 22.999 23.641 22.285 22.626 23.663 22.496 24.219 25.064 25.178 23.268 
0.173 20.864 21.242 21.965 22.316 22.190 23.436 21.766 22.645 23.681 24.287 25.446 26.280 23.041 24.404 
0.183 20.693 20.996 21.690 22.071 23.068 23.221 21.582 22.848 22.781 23.122 23.880 24.512 24.904 23.242 
0.194 20.655 21.409 21.479 21.949 22.135 23.000 21.606 22.249 23.328 23.885 24.231 24.426 27.095 23.792 
0.206 20.817 21.447 22.127 23.389 22.818 23.319 22.183 23.065 23.768 23.787 23.569 24.591 25.926 23.893 
0.218 20.815 21.403 22.182 22.381 22.504 21.885 22.050 22.228 22.620 23.678 22.669 24.567 24.979 22.981 
0.231 20.860 21.552 21.936 22.221 22.478 23.479 21.872 22.897 23.373 23.901 24.883 25.724 24.396 24.067 
0.244 20.878 21.509 21.952 22.609 23.108 22.776 22.038 22.770 23.101 23.512 23.117 24.777 25.800 23.406 
0.259 21.014 21.592 22.326 22.508 22.039 23.573 22.175 22.420 23.253 22.978 23.539 23.644 24.526 23.285 
0.274 20.854 21.554 21.974 22.563 22.905 23.211 21.929 23.042 23.218 23.117 23.496 24.357 24.698 23.346 
0.290 20.966 21.653 21.945 22.886 22.521 23.040 22.098 22.667 22.956 23.549 24.344 25.082 24.421 23.677 
0.308 21.089 21.684 22.233 22.715 22.790 22.360 22.236 22.686 22.694 23.431 23.691 24.993 24.761 23.353 
0.326 21.133 21.564 22.168 22.407 22.258 22.648 22.169 22.316 22.721 23.053 23.413 23.242 23.731 23.050 
0.345 21.188 21.562 22.120 22.566 22.569 22.861 22.039 22.675 22.949 23.165 23.546 23.631 24.565 23.278 
0.366 21.269 21.711 22.256 22.251 22.698 22.800 22.167 22.549 22.934 23.260 23.034 23.499 24.794 23.087 
0.387 21.268 21.797 22.028 22.516 22.452 22.657 22.096 22.519 22.851 22.896 23.267 24.334 24.407 23.153 
0.410 21.340 21.857 22.228 22.526 22.374 22.248 22.251 22.359 22.721 23.134 23.425 23.976 24.281 23.129 
0.435 21.475 21.849 22.089 22.149 22.574 22.668 22.069 22.498 22.890 23.106 23.314 23.225 24.219 23.077 
0.461 21.439 21.656 22.025 22.219 22.487 22.845 21.958 22.524 22.719 22.833 22.747 23.214 23.265 22.833 
0.488 21.542 21.809 22.016 22.172 22.243 22.409 21.989 22.268 22.584 22.506 22.970 23.354 23.925 22.741 
0.517 21.584 21.838 21.922 22.143 22.439 22.480 21.932 22.423 22.483 22.544 23.051 23.530 23.713 22.770 
0.547 21.636 21.880 21.908 22.100 22.243 22.466 21.965 22.284 22.404 22.706 22.892 23.563 23.702 22.751 
0.580 21.837 21.881 21.962 22.093 22.116 22.128 21.961 22.108 22.140 22.345 22.524 23.118 23.541 22.421 
0.614 21.996 22.013 21.989 22.043 22.113 22.193 22.007 22.122 22.216 22.433 22.654 22.954 23.424 22.486 
0.651 22.264 22.096 21.849 21.918 22.090 22.124 21.901 22.052 22.112 22.225 22.680 22.807 23.210 22.385 
0.689 22.513 22.156 21.986 21.965 22.016 22.050 21.994 22.006 22.136 22.339 22.579 22.772 23.016 22.402 
0.730 22.714 22.318 22.042 22.027 22.043 22.171 22.082 22.061 22.121 22.225 22.600 22.724 23.161 22.364 
0.773 23.007 22.519 22.168 22.152 21.993 22.112 22.223 22.032 22.163 22.242 22.426 22.854 23.140 22.347 
0.819 23.239 22.644 22.311 22.166 22.017 22.102 22.315 22.057 22.196 22.201 22.332 22.679 22.973 22.314 
0.868 23.576 22.883 22.478 22.377 22.207 22.200 22.515 22.216 22.262 22.288 22.403 22.743 22.607 22.383 
0.919 23.800 23.048 22.557 22.410 22.312 22.245 22.594 22.303 22.306 22.269 22.348 22.481 22.752 22.337 
0.974 24.009 23.201 22.682 22.460 22.335 22.358 22.699 22.345 22.442 22.368 22.398 22.585 22.770 22.441 
1.032 24.377 23.422 22.899 22.660 22.517 22.407 22.903 22.498 22.492 22.460 22.406 22.583 22.774 22.476 
1.093 24.644 23.679 23.105 22.837 22.606 22.541 23.115 22.624 22.653 22.522 22.429 22.639 22.790 22.556 
1.158 24.952 23.888 23.283 22.891 22.754 22.605 23.250 22.725 22.721 22.696 22.548 22.574 22.742 22.640 
1.226 25.194 24.054 23.348 23.124 22.830 22.766 23.395 22.853 22.860 22.737 22.647 22.702 22.950 22.737 
1.299 25.630 24.210 23.561 23.180 23.074 22.919 23.540 23.027 22.979 22.780 22.673 22.753 22.910 22.798 
1.376 26.186 24.507 23.702 23.364 23.091 22.989 23.728 23.115 23.009 22.903 22.732 22.838 22.899 22.867 
1.458 26.422 24.605 23.798 23.429 23.128 23.065 23.806 23.144 23.120 22.956 22.789 22.850 22.972 22.926 
1.544 26.574 24.765 23.923 23.541 23.190 23.170 23.916 23.242 23.158 22.989 22.788 22.948 23.010 22.964 
1.636 27.005 25.050 24.141 23.613 23.338 23.297 24.112 23.364 23.318 23.014 22.864 22.952 23.053 23.029 
1.733 27.482 25.176 24.133 23.800 23.445 23.414 24.193 23.490 23.361 23.097 22.917 23.052 23.062 23.104 
1.836 28.109 25.309 24.295 23.960 23.557 23.491 24.334 23.603 23.454 23.160 22.940 23.137 23.107 23.169 
1.944 28.736 25.635 24.529 24.066 23.615 23.582 24.533 23.675 23.502 23.248 23.089 23.253 23.111 23.266 
2.060 29.137 25.995 24.751 24.265 23.755 23.708 24.763 23.835 23.662 23.335 23.095 23.273 23.333 23.336 
2.182 29.595 26.256 25.032 24.483 23.960 23.849 25.026 24.028 23.742 23.402 23.173 23.308 23.303 23.393 
2.311 30.437 26.701 25.227 24.661 24.043 23.922 25.231 24.119 23.803 23.521 23.235 23.418 23.448 23.477 
2.448 30.833 27.250 25.654 24.855 24.162 24.032 25.568 24.258 23.884 23.586 23.296 23.517 23.417 23.560 
2.594 31.678 27.639 25.885 25.106 24.402 24.229 25.819 24.495 24.033 23.605 23.327 23.534 23.511 23.607 
2.747 31.070 27.994 26.207 25.294 24.498 24.325 26.102 24.600 24.104 23.686 23.365 23.611 23.530 23.672 
2.910 32.983 28.412 26.628 25.493 24.767 24.456 26.432 24.809 24.184 23.829 23.410 23.606 23.618 23.740 
3.083 34.612 28.646 26.870 25.562 24.850 24.564 26.564 24.908 24.231 23.849 23.431 23.612 23.640 23.763 
3.266 35.601 28.865 27.097 25.654 25.006 24.596 26.723 25.034 24.260 23.973 23.439 23.660 23.620 23.808 
3.459 32.298 29.315 27.312 25.792 25.098 24.630 26.959 25.106 24.226 23.986 23.399 23.523 23.616 23.764 
3.665 35.556 29.387 27.476 25.868 25.111 24.756 27.100 25.159 24.310 24.031 23.395 23.523 23.544 23.785 
3.882 33.768 29.408 27.454 25.933 25.185 24.741 27.122 25.199 24.308 24.069 23.397 23.482 23.555 23.781 
4.112 34.048 29.542 27.585 26.018 25.295 24.804 27.276 25.277 24.345 24.085 23.390 23.460 23.522 23.779 
4.356 36.853 29.652 27.844 25.976 25.281 24.769 27.380 25.241 24.305 24.080 23.370 23.385 23.485 23.751 
4.614 38.631 29.892 27.691 26.086 25.378 24.808 27.359 25.332 24.323 24.088 23.347 23.367 23.423 23.743 
4.888 42.019 30.129 27.923 26.193 25.418 24.876 27.592 25.372 24.338 24.102 23.357 23.321 23.403 23.739 
5.178 37.979 30.610 28.206 26.333 25.600 25.091 27.811 25.565 24.457 24.137 23.360 23.351 23.458 23.773 
