# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 22.292 22.841 23.629 25.782 25.477 25.000 24.026 25.197 25.403 25.038 24.859 30.330 30.700 25.220 
0.109 19.569 19.433 20.608 20.500 20.113 19.903 20.222 20.811 19.957 27.858 27.036 23.746 26.068 21.178 
0.116 18.503 19.551 20.027 22.162 19.416 20.450 20.260 19.898 21.904 23.438 23.737 23.770 29.760 22.715 
0.122 18.562 19.099 20.229 19.569 20.925 22.440 19.474 21.434 22.677 21.771 22.902 24.205 24.043 22.554 
0.130 18.790 18.570 19.673 19.421 19.084 21.265 19.284 19.512 20.217 21.827 20.131 23.223 23.049 20.560 
0.137 18.606 18.915 19.647 20.185 19.994 19.293 19.630 19.855 19.768 19.995 21.329 20.853 22.639 20.155 
0.145 18.443 18.676 18.893 19.958 19.952 20.257 19.097 19.806 20.500 21.086 23.243 21.266 23.112 21.196 
0.154 18.389 18.466 19.086 19.441 19.466 19.417 19.037 19.333 19.956 21.745 21.906 21.156 20.467 20.765 
0.163 18.450 18.623 19.180 20.151 20.363 20.183 19.229 20.220 20.313 20.240 20.871 20.459 20.863 20.296 
0.173 18.323 18.895 18.987 19.340 19.968 20.754 19.065 19.804 19.759 20.062 20.152 20.079 22.455 20.024 
0.183 18.574 18.864 19.199 19.556 19.676 19.530 19.164 19.747 19.635 19.957 20.582 20.636 20.069 20.035 
0.194 18.663 18.865 19.090 19.582 20.100 20.329 19.247 20.010 20.523 20.312 20.586 21.524 20.720 20.524 
0.206 18.604 18.867 19.240 19.594 19.543 19.990 19.204 19.714 20.015 20.440 20.499 20.029 22.672 20.251 
0.218 18.830 18.909 19.306 19.507 19.888 20.109 19.280 19.779 20.099 20.306 20.845 21.649 21.431 20.513 
0.231 18.902 19.003 19.285 19.599 19.697 20.063 19.372 19.615 20.586 20.454 21.186 20.418 20.331 20.546 
0.244 18.997 19.083 19.495 19.351 19.228 19.742 19.388 19.401 19.894 20.104 20.633 20.993 21.275 20.290 
0.259 19.097 19.251 19.274 19.603 19.971 19.589 19.351 19.788 19.820 19.691 20.722 20.874 20.960 20.075 
0.274 19.004 19.246 19.440 19.275 19.569 19.995 19.346 19.589 19.984 19.690 19.884 20.771 21.812 19.981 
0.290 19.234 19.209 19.156 19.533 19.891 19.794 19.281 19.747 19.727 20.029 20.554 20.596 20.787 20.119 
0.308 19.316 19.253 19.268 19.398 19.439 20.087 19.247 19.598 19.904 19.832 20.410 20.895 20.579 20.119 
0.326 19.489 19.278 19.304 19.512 19.208 19.470 19.328 19.374 19.561 19.560 20.179 20.753 20.577 19.875 
0.345 19.649 19.260 19.309 19.263 19.438 19.630 19.247 19.441 19.634 19.644 20.177 20.160 20.178 19.846 
0.366 19.843 19.410 19.345 19.244 19.448 19.323 19.272 19.376 19.468 19.704 19.790 20.281 20.162 19.698 
0.387 20.073 19.524 19.296 19.153 19.279 19.315 19.279 19.262 19.315 19.452 19.910 20.317 20.467 19.645 
0.410 20.475 19.677 19.363 19.400 19.287 19.370 19.397 19.368 19.383 19.391 19.559 19.886 20.372 19.526 
0.435 20.503 19.667 19.393 19.225 19.366 19.439 19.362 19.342 19.401 19.385 19.559 19.735 20.259 19.511 
0.461 20.777 19.957 19.647 19.452 19.326 19.410 19.611 19.386 19.306 19.361 19.525 19.869 19.877 19.464 
0.488 21.150 20.202 19.717 19.561 19.538 19.481 19.707 19.554 19.467 19.452 19.564 19.981 19.775 19.558 
