# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 25.237 25.287 26.877 28.604 28.017 26.310 26.501 27.105 27.164 29.334 28.063 30.625 36.053 27.928 
0.109 21.806 21.889 22.428 22.500 24.597 26.267 22.410 23.174 25.076 26.899 29.953 27.160 27.723 26.084 
0.116 21.252 21.712 22.735 23.985 24.915 22.506 22.582 24.703 22.207 22.813 25.654 26.178 25.995 23.179 
0.122 21.249 21.644 22.755 21.741 23.883 22.110 22.263 22.651 22.489 24.411 24.470 26.165 25.299 23.425 
0.130 21.113 21.371 21.296 22.680 21.983 21.785 21.563 21.799 22.331 23.062 24.945 26.088 25.795 23.073 
0.137 21.200 21.146 21.791 22.507 22.798 21.718 21.711 22.246 22.190 23.495 23.052 23.477 25.138 22.886 
0.145 20.917 21.283 21.471 22.078 22.624 21.766 21.511 22.164 22.554 22.728 23.079 23.256 22.776 22.875 
0.154 20.982 21.054 21.424 21.790 22.847 21.832 21.377 22.245 22.459 22.934 23.432 25.271 23.934 22.938 
0.163 20.969 21.396 21.581 21.919 22.256 22.316 21.532 22.319 22.352 23.187 22.725 24.873 25.326 22.850 
0.173 21.058 21.330 21.335 21.454 22.817 22.184 21.326 22.228 22.110 22.461 23.106 21.888 21.931 22.312 
0.183 21.257 21.282 21.619 22.012 22.338 22.602 21.619 22.405 22.388 23.193 23.747 24.925 24.374 23.067 
0.194 21.217 21.417 21.848 21.979 22.028 22.535 21.696 22.459 22.686 22.751 22.321 22.705 23.143 22.673 
0.206 21.260 21.480 21.594 21.894 22.619 23.054 21.655 22.385 22.686 22.638 22.938 23.510 23.074 22.879 
0.218 21.305 21.433 21.741 21.892 22.190 22.252 21.720 22.068 22.367 22.783 23.547 23.049 23.843 22.802 
0.231 21.548 21.576 21.938 22.068 22.363 22.303 21.887 22.206 22.361 22.419 23.050 23.586 23.679 22.750 
0.244 21.379 21.640 21.952 22.077 22.503 22.333 21.921 22.300 22.025 22.521 23.129 23.045 24.245 22.545 
0.259 21.713 21.991 21.995 22.139 22.267 22.419 22.034 22.241 22.611 22.586 23.181 23.606 23.599 22.875 
0.274 21.913 21.890 21.978 22.018 22.303 22.627 22.018 22.238 22.523 22.842 23.072 23.204 23.839 22.851 
0.290 21.884 21.847 21.898 22.007 21.813 22.317 21.961 21.922 22.130 22.174 22.811 23.025 22.817 22.455 
0.308 21.792 21.936 21.976 22.003 22.016 22.300 21.954 22.113 22.270 22.303 22.763 23.137 23.216 22.504 
0.326 21.827 21.890 21.798 22.017 22.183 22.337 21.880 22.120 22.392 22.375 22.504 22.570 23.044 22.428 
0.345 22.113 21.828 21.727 21.870 21.942 21.952 21.780 21.884 21.992 22.104 22.460 23.499 23.109 22.304 
0.366 22.207 21.963 21.916 21.990 21.824 21.947 21.952 21.881 22.029 22.179 22.381 23.100 23.069 22.284 
0.387 22.554 22.081 21.838 21.933 21.773 22.033 21.916 21.835 22.001 21.946 22.381 22.533 23.225 22.184 
0.410 22.579 22.163 21.853 21.783 21.813 21.838 21.899 21.795 21.866 22.072 22.255 22.107 22.651 22.052 
0.435 22.866 22.370 22.025 21.966 21.916 21.941 22.040 21.925 21.904 21.962 22.105 22.360 22.573 22.048 
0.461 23.104 22.498 22.100 21.958 21.874 21.911 22.125 21.871 21.950 21.964 21.966 22.121 22.238 21.979 
0.488 23.274 22.602 22.281 22.177 22.125 21.984 22.279 22.114 22.061 22.128 22.101 22.280 22.370 22.135 
0.517 23.562 22.886 22.454 22.159 22.147 22.155 22.389 22.180 22.139 22.123 22.169 22.265 22.476 22.163 
0.547 23.799 23.002 22.626 22.372 22.313 22.165 22.580 22.274 22.200 22.136 22.266 22.175 22.412 22.187 
0.580 24.053 23.176 22.711 22.582 22.396 22.414 22.738 22.439 22.293 22.120 22.206 22.219 22.455 22.222 
0.614 24.235 23.381 22.764 22.572 22.532 22.323 22.792 22.458 22.437 22.365 22.324 22.156 22.446 22.331 
0.651 24.881 23.556 23.074 22.682 22.521 22.456 23.002 22.533 22.477 22.357 22.311 22.235 22.461 22.357 
0.689 24.956 23.732 23.100 22.810 22.558 22.635 23.101 22.619 22.581 22.428 22.386 22.411 22.617 22.459 
0.730 25.484 24.043 23.246 22.902 22.711 22.612 23.227 22.711 22.577 22.463 22.416 22.456 22.516 22.485 
