# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 21.973 21.887 24.453 24.177 25.620 29.511 23.213 25.727 25.655 25.319 30.833 33.876 30.318 25.963 
0.109 19.024 19.112 21.115 21.647 23.185 21.992 20.592 23.441 22.203 21.510 23.083 24.316 32.803 22.146 
0.116 18.475 17.992 19.987 22.089 19.561 21.371 19.136 20.198 22.414 24.681 23.066 32.925 28.477 23.106 
0.122 18.100 17.597 18.698 18.395 23.962 19.677 18.013 20.477 17.717 18.082 20.979 23.820 26.786 18.893 
0.130 18.434 18.634 18.030 19.167 19.240 18.103 18.311 18.979 18.625 22.784 22.577 24.992 26.605 19.833 
0.137 17.228 17.625 18.343 19.714 19.161 21.090 18.596 19.456 21.107 21.671 24.246 24.292 33.931 22.023 
0.145 17.806 17.753 18.001 20.024 19.889 21.676 18.175 20.454 21.034 21.425 20.559 21.394 21.828 21.127 
0.154 17.039 18.228 18.502 18.477 20.445 24.162 18.415 20.251 20.596 18.507 21.811 22.437 23.650 19.687 
0.163 17.368 18.148 18.189 19.215 19.194 19.294 18.484 19.482 19.929 20.917 20.800 21.604 21.805 20.589 
0.173 17.382 17.623 18.498 19.054 19.156 18.912 18.471 19.059 19.075 19.035 21.649 21.137 19.696 19.566 
0.183 17.271 17.927 18.390 18.368 20.564 19.952 18.315 19.479 19.524 19.748 20.077 20.836 18.351 19.954 
0.194 17.404 17.694 18.174 18.826 19.386 20.059 18.204 19.413 20.376 20.987 21.231 22.113 21.601 20.918 
0.206 17.398 17.873 18.761 18.558 19.805 20.719 18.677 19.064 19.953 19.207 19.848 21.197 25.059 19.921 
0.218 17.322 17.911 18.773 18.728 18.597 20.363 18.564 18.997 20.785 19.560 20.084 20.756 21.512 20.249 
0.231 17.537 18.231 18.569 19.236 19.270 20.063 18.646 19.367 20.163 20.702 22.036 21.976 21.227 20.826 
0.244 17.590 18.260 18.525 19.261 19.254 18.302 18.567 19.128 18.931 19.335 20.022 21.432 20.719 19.425 
0.259 17.478 18.069 18.685 18.841 19.581 19.682 18.627 19.239 19.791 20.309 19.701 21.285 22.822 20.015 
0.274 17.589 18.154 18.556 19.391 19.176 19.102 18.667 19.170 19.242 20.422 21.159 21.270 21.988 20.052 
0.290 17.462 18.217 18.688 19.134 19.485 19.037 18.759 19.305 19.290 19.710 20.265 21.394 21.799 19.908 
0.308 17.583 18.184 18.590 19.124 18.826 19.673 18.613 19.089 19.817 19.939 21.021 20.942 21.156 20.220 
0.326 17.609 18.199 18.714 19.024 18.824 18.753 18.748 18.798 19.007 19.342 20.329 20.919 21.185 19.562 
0.345 17.816 18.154 18.575 18.958 19.485 19.617 18.555 19.494 19.850 19.548 19.514 19.613 21.974 19.505 
0.366 17.849 18.238 18.753 18.763 19.062 19.340 18.636 19.103 19.055 19.373 20.238 21.152 21.501 19.649 
0.387 17.859 18.271 18.530 19.099 19.281 19.392 18.616 19.259 19.543 19.440 20.140 20.581 21.006 19.776 
0.410 17.912 18.353 18.628 19.014 19.032 19.081 18.639 18.997 19.356 19.639 20.379 20.366 20.416 19.773 
0.435 17.998 18.260 18.522 18.863 18.924 19.096 18.564 18.892 19.180 19.274 19.576 20.223 20.420 19.489 
0.461 17.974 18.235 18.398 18.659 18.855 18.723 18.442 18.783 18.953 19.262 19.397 19.461 19.853 19.224 
0.488 18.064 18.235 18.509 18.696 18.778 19.152 18.490 18.847 19.041 18.933 19.749 20.096 20.399 19.387 
0.517 18.070 18.119 18.280 18.672 18.692 18.757 18.304 18.705 18.683 18.891 19.629 19.911 19.902 19.164 
0.547 18.110 18.235 18.387 18.571 18.763 18.749 18.417 18.661 18.911 19.015 19.462 20.141 19.698 19.244 
0.580 18.291 18.289 18.202 18.559 18.517 18.500 18.289 18.515 18.688 18.925 19.288 19.822 19.824 19.047 
0.614 18.506 18.348 18.429 18.439 18.428 18.425 18.420 18.422 18.582 18.660 19.136 19.576 19.602 18.864 
0.651 18.656 18.402 18.334 18.523 18.534 18.654 18.369 18.571 18.604 18.864 18.968 19.523 19.998 18.906 
0.689 18.970 18.420 18.378 18.349 18.422 18.420 18.361 18.390 18.560 18.845 19.175 19.361 19.462 18.898 
0.730 19.336 18.575 18.399 18.415 18.455 18.598 18.419 18.475 18.630 18.732 19.019 19.417 19.466 18.867 
0.773 19.475 18.777 18.598 18.423 18.444 18.556 18.538 18.480 18.610 18.636 19.102 19.340 19.448 18.846 
0.819 19.942 19.016 18.765 18.537 18.413 18.713 18.750 18.489 18.648 18.609 19.026 19.372 19.256 18.837 
0.868 20.309 19.191 18.939 18.580 18.563 18.761 18.859 18.598 18.723 18.677 18.760 18.924 19.488 18.760 
0.919 20.449 19.394 19.011 18.787 18.693 18.869 18.996 18.753 18.836 18.700 18.869 19.144 19.322 18.857 
0.974 20.778 19.637 19.225 18.917 18.791 19.004 19.186 18.862 18.943 18.799 18.874 18.980 19.304 18.902 
1.032 21.251 19.964 19.452 19.070 18.936 19.181 19.405 19.018 19.102 18.837 18.975 19.217 19.404 19.018 
1.093 21.634 20.205 19.570 19.292 19.107 19.337 19.579 19.206 19.240 18.859 18.991 19.075 19.332 19.041 
1.158 21.793 20.455 19.811 19.406 19.227 19.376 19.762 19.281 19.421 19.026 18.981 19.098 19.356 19.129 
1.226 22.335 20.746 19.978 19.579 19.311 19.649 19.973 19.428 19.572 19.137 19.088 19.175 19.436 19.230 
1.299 22.491 21.037 20.092 19.704 19.495 19.716 20.109 19.576 19.602 19.173 19.194 19.349 19.630 19.318 
1.376 22.909 21.167 20.298 19.825 19.646 19.744 20.268 19.701 19.670 19.281 19.207 19.248 19.553 19.342 
1.458 23.405 21.595 20.472 19.900 19.744 19.952 20.460 19.804 19.821 19.279 19.309 19.359 19.653 19.438 
1.544 23.678 21.781 20.562 20.100 19.867 19.982 20.602 19.921 19.840 19.383 19.379 19.436 19.714 19.510 
1.636 23.908 21.937 20.768 20.315 20.100 20.242 20.812 20.144 20.098 19.500 19.378 19.421 19.803 19.585 
1.733 24.337 22.284 21.021 20.441 20.220 20.311 20.998 20.278 20.078 19.496 19.448 19.541 19.725 19.628 
1.836 24.817 22.559 21.074 20.564 20.442 20.430 21.137 20.430 20.223 19.598 19.591 19.630 19.884 19.748 
1.944 25.089 22.799 21.348 20.818 20.519 20.542 21.397 20.565 20.301 19.686 19.707 19.702 19.879 19.841 
2.060 25.458 23.072 21.599 20.956 20.584 20.629 21.626 20.638 20.404 19.796 19.759 19.834 19.932 19.944 
2.182 25.765 23.431 21.831 21.158 20.728 20.848 21.879 20.810 20.535 19.867 19.793 19.934 20.031 20.017 
2.311 26.401 23.704 22.116 21.458 20.857 20.768 22.158 20.926 20.566 19.918 19.887 19.929 20.005 20.065 
2.448 27.176 24.175 22.373 21.661 21.132 20.940 22.439 21.140 20.723 20.068 19.971 20.020 20.144 20.176 
2.594 27.285 24.937 22.823 21.873 21.357 21.118 22.821 21.369 20.848 20.102 20.026 20.092 20.182 20.240 
2.747 28.217 25.047 23.044 22.196 21.670 21.280 23.065 21.660 20.975 20.238 20.119 20.202 20.234 20.356 
2.910 27.838 25.587 23.400 22.324 21.754 21.359 23.351 21.733 21.145 20.233 20.107 20.308 20.298 20.396 
3.083 30.115 25.867 23.890 22.661 22.028 21.376 23.689 21.948 21.156 20.366 20.142 20.300 20.309 20.449 
3.266 30.441 26.200 24.028 22.814 22.110 21.501 23.814 22.087 21.283 20.435 20.122 20.302 20.260 20.480 
