# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 22.916 23.939 24.626 25.734 26.518 25.523 24.519 26.212 26.540 27.445 26.901 29.639 33.168 27.005 
0.109 20.289 20.227 21.635 20.543 24.071 27.046 20.971 21.852 25.759 26.884 24.912 26.792 25.118 25.621 
0.116 19.719 19.448 20.835 22.707 22.385 23.469 20.262 22.980 21.691 21.678 23.852 29.344 31.191 22.757 
0.122 19.275 19.272 19.905 21.229 21.313 21.934 19.773 21.368 20.895 24.085 25.025 25.699 26.177 22.099 
0.130 18.914 19.397 19.125 20.434 21.103 21.557 19.528 20.946 20.451 19.673 26.518 26.367 27.294 20.484 
0.137 19.112 19.034 19.681 20.473 20.137 21.825 19.654 20.486 21.332 20.711 22.600 22.817 27.297 21.605 
0.145 18.889 19.267 19.361 20.169 21.919 21.758 19.442 21.847 21.185 23.542 23.007 23.639 24.356 22.125 
0.154 18.530 19.177 19.572 21.094 22.124 22.973 19.745 21.841 20.930 21.619 24.034 24.499 23.850 21.998 
0.163 18.510 19.395 19.337 20.111 21.622 20.978 19.527 21.322 20.299 19.889 22.146 22.924 23.555 20.650 
0.173 18.645 19.215 19.872 20.618 21.193 21.069 19.967 20.636 21.447 22.359 22.741 21.625 20.441 21.870 
0.183 18.539 18.964 19.875 20.248 22.101 20.648 19.722 21.061 21.130 22.194 22.405 23.861 20.006 21.933 
0.194 18.855 19.153 19.717 19.919 20.347 20.674 19.553 20.539 20.549 20.885 21.922 21.860 23.218 21.049 
0.206 18.937 19.386 20.070 20.951 20.165 20.576 20.109 20.438 21.179 20.869 21.707 23.181 24.294 21.359 
0.218 18.921 19.492 20.149 20.002 20.516 21.860 19.939 20.666 21.897 21.324 21.745 22.319 23.939 21.789 
0.231 18.787 19.335 20.221 20.480 20.762 20.158 20.120 20.435 20.706 21.838 21.631 21.777 21.984 21.292 
0.244 18.859 19.364 19.982 20.122 20.659 20.586 19.891 20.584 21.132 22.019 21.671 22.570 23.205 21.613 
