# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 20.031 20.976 22.060 20.510 24.349 25.715 22.107 21.053 26.438 28.179 30.074 32.563 41.496 27.645 
0.109 19.101 18.823 18.078 19.542 19.364 22.672 18.473 19.743 23.029 20.307 22.809 28.254 31.683 21.453 
0.116 17.891 18.024 19.414 21.395 18.688 21.584 19.338 19.335 19.260 22.793 25.481 27.899 33.057 20.495 
0.122 18.142 17.253 17.480 16.980 17.249 19.572 17.157 17.843 20.414 20.566 20.399 21.826 22.521 20.541 
0.130 17.198 17.835 18.422 19.226 17.840 18.034 18.347 17.985 19.067 22.571 24.915 26.749 27.052 20.275 
0.137 17.419 17.730 18.157 18.772 18.167 17.870 18.119 18.117 19.056 18.336 18.979 18.203 21.047 18.628 
0.145 17.231 17.770 17.972 17.713 18.902 18.071 17.677 18.547 19.129 18.047 20.013 18.975 19.438 18.616 
0.154 17.341 17.464 17.556 18.072 19.203 20.196 17.811 18.902 19.188 18.218 19.702 20.615 20.962 18.884 
0.163 16.905 17.302 16.963 17.805 18.342 17.924 17.087 18.015 17.606 17.698 18.022 21.645 21.160 18.124 
0.173 17.096 17.229 17.482 18.246 19.574 18.879 17.523 19.641 19.374 17.483 18.650 21.707 21.611 18.461 
0.183 17.176 17.950 17.632 18.856 18.642 18.912 17.996 18.775 18.886 20.096 20.330 21.592 21.538 19.684 
0.194 17.350 17.765 17.909 17.890 18.197 18.866 18.029 18.083 19.258 19.641 18.935 19.009 20.547 19.328 
0.206 17.175 17.373 17.798 17.782 17.876 18.572 17.781 17.838 19.006 19.740 20.911 20.467 19.397 19.822 
0.218 17.169 17.616 18.067 18.026 18.501 17.530 18.091 17.985 18.181 19.465 19.438 21.869 18.428 19.073 
0.231 17.515 17.801 17.986 17.709 18.480 19.073 17.924 18.163 18.980 19.378 20.173 18.469 19.004 19.095 
0.244 17.452 17.579 17.868 18.207 18.291 18.190 17.903 18.106 17.793 19.479 19.635 19.335 18.123 18.701 
0.259 17.567 17.723 18.134 18.574 17.496 17.717 18.102 17.715 17.977 18.824 19.484 19.426 18.505 18.753 
0.274 17.720 17.768 18.031 18.230 18.852 18.081 18.000 18.461 18.084 18.599 19.172 20.503 19.182 18.731 
0.290 17.382 18.006 17.947 18.024 18.058 19.153 18.050 18.213 19.073 18.998 19.948 21.066 20.088 19.392 
0.308 17.512 17.784 18.042 18.199 18.780 18.880 18.001 18.745 19.262 19.288 20.136 20.154 19.977 19.575 
0.326 17.747 17.965 18.584 18.400 19.278 19.356 18.371 19.052 18.936 19.092 19.634 20.102 19.393 19.350 
0.345 17.662 18.069 18.453 18.463 19.010 19.392 18.452 18.816 19.375 19.731 18.948 19.076 20.562 19.196 
0.366 17.771 18.019 18.054 18.213 18.765 19.830 18.184 18.594 19.188 19.382 19.909 19.528 20.500 19.457 
0.387 17.765 18.117 18.290 18.288 18.769 18.739 18.294 18.612 18.966 19.208 19.468 20.260 19.733 19.362 
0.410 17.786 18.098 18.478 18.412 18.619 18.950 18.334 18.771 19.055 19.231 19.201 18.938 20.178 19.129 
0.435 17.874 18.112 18.488 18.771 19.148 18.885 18.466 18.993 18.944 19.185 19.006 19.586 20.434 19.092 
0.461 17.839 18.125 18.431 18.912 18.962 19.166 18.487 19.048 19.196 19.504 19.106 19.550 19.066 19.247 
0.488 18.024 18.149 18.629 18.817 18.842 18.679 18.558 18.844 18.632 18.891 19.251 19.402 19.450 18.953 
0.517 18.048 18.164 18.233 18.400 18.917 18.748 18.229 18.736 19.037 19.164 19.776 20.005 19.794 19.342 
0.547 18.180 18.340 18.445 18.658 18.724 18.610 18.505 18.604 18.654 18.880 19.310 19.482 19.326 19.047 
0.580 18.236 18.444 18.679 18.765 18.955 18.897 18.655 18.958 18.963 19.124 19.368 19.099 19.112 19.139 
0.614 18.315 18.333 18.620 18.865 18.604 18.906 18.612 18.832 18.826 19.258 19.175 19.164 19.739 19.089 
0.651 18.388 18.297 18.567 18.540 18.516 19.014 18.503 18.673 18.997 18.999 19.230 19.249 19.409 19.098 
0.689 18.424 18.360 18.556 18.590 18.717 18.970 18.482 18.812 19.075 18.995 19.238 19.212 19.468 19.118 
0.730 18.492 18.381 18.506 18.467 18.474 18.872 18.449 18.612 18.810 18.977 18.998 19.015 19.173 18.929 
0.773 18.487 18.467 18.345 18.528 18.659 18.698 18.395 18.656 18.775 18.862 18.845 18.971 18.825 18.858 
0.819 18.464 18.434 18.492 18.580 18.618 18.830 18.504 18.620 18.799 18.710 19.050 18.798 19.077 18.820 
0.868 18.657 18.568 18.600 18.639 18.702 18.871 18.617 18.682 18.848 18.880 19.056 19.090 19.172 18.954 
0.919 18.737 18.605 18.615 18.593 18.595 18.672 18.607 18.616 18.744 18.815 18.941 19.057 18.898 18.861 
0.974 18.820 18.634 18.656 18.678 18.632 18.822 18.648 18.683 18.848 18.830 18.893 19.109 19.167 18.905 
1.032 18.985 18.705 18.668 18.650 18.633 18.869 18.636 18.724 18.818 18.760 18.946 19.129 19.149 18.897 
1.093 19.171 18.833 18.758 18.620 18.727 18.786 18.714 18.708 18.788 18.835 18.890 18.828 18.899 18.822 
1.158 19.316 18.936 18.809 18.687 18.713 18.855 18.790 18.726 18.794 18.741 18.810 19.087 19.266 18.833 
1.226 19.418 19.039 18.803 18.659 18.725 18.830 18.805 18.730 18.762 18.671 18.806 18.953 19.022 18.789 
1.299 19.451 19.087 18.875 18.653 18.740 18.862 18.856 18.729 18.738 18.757 18.930 19.051 19.095 18.859 
1.376 19.687 19.115 18.826 18.653 18.648 18.790 18.812 18.682 18.727 18.690 18.858 18.789 19.112 18.770 
1.458 19.949 19.212 18.867 18.776 18.652 18.650 18.874 18.704 18.655 18.654 18.827 18.936 19.127 18.752 
1.544 20.140 19.275 18.876 18.791 18.602 18.720 18.896 18.693 18.655 18.627 18.811 18.913 19.159 18.740 
1.636 20.369 19.414 18.983 18.735 18.657 18.657 18.961 18.682 18.630 18.640 18.798 18.829 18.964 18.708 
1.733 20.451 19.477 19.048 18.734 18.747 18.694 18.997 18.743 18.665 18.680 18.724 18.775 19.052 18.697 
1.836 20.770 19.629 19.125 18.816 18.829 18.710 19.095 18.810 18.678 18.644 18.697 18.756 19.001 18.687 
1.944 21.098 19.807 19.312 18.952 18.810 18.693 19.273 18.822 18.689 18.648 18.812 18.797 19.015 18.737 
2.060 21.313 19.909 19.422 19.022 18.900 18.766 19.359 18.902 18.750 18.667 18.786 18.868 18.956 18.764 
2.182 21.580 20.036 19.444 19.099 18.995 18.835 19.423 18.983 18.809 18.719 18.801 18.822 18.980 18.783 
2.311 21.792 20.111 19.560 19.197 19.024 18.812 19.516 19.009 18.807 18.679 18.916 18.913 18.956 18.812 
2.448 22.200 20.250 19.645 19.245 19.095 18.902 19.594 19.082 18.868 18.718 18.915 18.920 19.023 18.851 
2.594 22.387 20.367 19.731 19.276 19.162 18.888 19.664 19.117 18.873 18.730 18.886 18.862 18.966 18.834 
2.747 22.648 20.544 19.827 19.312 19.112 18.879 19.758 19.101 18.850 18.710 18.868 18.911 19.005 18.832 
2.910 23.003 20.648 19.888 19.419 19.176 18.897 19.853 19.139 18.885 18.724 18.916 18.918 19.012 18.857 
3.083 23.458 20.854 20.044 19.501 19.235 18.941 19.997 19.194 18.932 18.783 18.942 18.886 18.960 18.885 
3.266 23.966 21.017 20.088 19.534 19.282 18.940 20.041 19.227 18.975 18.772 18.887 18.899 18.911 18.883 
3.459 24.490 21.359 20.191 19.622 19.350 18.962 20.173 19.285 18.982 18.799 18.965 18.898 18.894 18.904 
3.665 24.862 21.723 20.395 19.688 19.357 18.978 20.346 19.290 19.022 18.781 18.919 18.838 18.845 18.890 
3.882 25.503 22.093 20.540 19.806 19.417 18.991 20.492 19.341 19.045 18.779 18.904 18.904 18.949 18.911 
4.112 25.850 22.375 20.729 19.985 19.491 19.025 20.700 19.419 19.079 18.837 18.946 18.961 18.912 18.953 
4.356 26.128 22.638 20.863 20.077 19.544 19.058 20.856 19.453 19.135 18.878 18.925 18.945 18.885 18.966 
