# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 21.749 21.768 20.844 25.490 24.410 23.521 21.374 24.302 24.851 25.843 26.980 35.308 29.444 25.717 
0.109 19.354 19.699 18.732 22.523 24.632 23.683 19.308 23.574 19.407 19.562 24.216 24.633 26.342 20.631 
0.116 17.814 18.823 20.319 19.624 19.154 20.371 19.621 19.331 21.050 22.569 22.594 24.833 nan 21.985 
0.122 18.332 18.502 18.287 20.235 18.180 24.220 18.595 18.707 23.960 21.674 24.420 26.056 29.006 22.752 
0.130 17.552 18.264 19.265 18.698 21.122 21.653 18.887 20.841 20.017 22.587 19.727 22.885 25.851 20.289 
0.137 17.720 17.649 18.371 18.293 20.906 20.608 18.076 19.499 20.953 22.324 22.428 23.192 19.165 21.819 
0.145 17.021 18.310 18.776 19.296 19.765 18.811 18.665 19.581 19.692 22.140 19.183 20.661 26.257 19.838 
0.154 17.395 18.083 18.482 19.470 18.938 18.611 18.609 19.033 19.529 22.323 22.611 21.228 22.808 20.545 
0.163 17.331 17.505 18.625 18.334 18.863 21.604 18.185 19.096 19.809 19.977 20.887 20.318 22.057 20.217 
0.173 17.087 17.779 18.120 18.835 19.144 17.944 18.317 18.518 18.522 19.118 19.753 25.673 22.093 19.260 
0.183 17.197 17.686 18.476 18.750 19.236 20.150 18.395 19.195 19.724 20.951 20.507 21.664 21.767 20.336 
0.194 17.265 17.817 18.190 18.557 19.466 19.608 18.281 18.942 19.846 20.083 19.336 19.655 21.397 19.685 
0.206 17.447 17.786 18.449 17.997 17.922 18.555 18.153 18.153 18.918 19.231 19.760 22.110 22.061 19.510 
0.218 17.504 17.806 18.404 18.870 18.949 19.058 18.358 19.092 19.011 20.193 20.552 21.112 21.617 19.848 
0.231 17.494 17.869 18.814 18.798 19.227 19.418 18.644 19.165 19.514 19.688 19.594 20.560 21.261 19.627 
0.244 17.766 18.248 18.743 19.079 19.959 19.164 18.751 19.397 19.710 20.683 20.149 20.329 21.343 20.142 
0.259 17.760 18.226 18.440 18.865 19.488 19.037 18.454 19.439 19.522 20.495 19.936 20.429 22.479 19.924 
0.274 17.802 18.129 18.455 18.998 19.886 19.189 18.472 19.636 19.464 19.951 20.731 20.254 22.443 19.913 
0.290 17.813 18.146 18.976 19.121 19.506 19.582 18.771 19.473 19.359 19.575 21.033 21.493 20.830 20.093 
0.308 18.029 18.280 18.766 19.125 19.403 19.369 18.718 19.298 19.588 20.031 19.962 19.635 21.101 19.736 
