# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 24.078 24.651 26.207 26.053 24.435 27.539 25.919 25.021 27.853 29.677 30.847 31.445 28.503 28.847 
0.109 21.944 21.630 22.020 23.380 23.018 23.410 22.262 23.135 21.951 24.006 24.987 23.608 24.590 22.888 
0.116 21.684 21.136 21.598 22.444 25.024 21.801 21.538 23.181 21.572 22.688 23.515 25.584 29.051 22.570 
0.122 21.239 21.235 21.185 22.506 21.547 22.490 21.473 21.974 21.917 22.294 24.098 22.820 22.372 22.398 
0.130 21.262 21.404 21.374 22.222 21.013 23.498 21.536 21.629 23.104 23.332 23.562 23.766 26.093 23.426 
0.137 21.389 21.437 21.483 21.899 22.440 20.980 21.451 21.628 22.003 22.448 23.876 24.821 25.486 22.613 
0.145 21.331 21.560 21.610 21.429 21.396 22.200 21.775 21.403 21.890 23.366 24.272 24.936 22.391 22.835 
0.154 22.028 21.484 22.025 21.901 21.526 22.052 22.019 21.699 22.553 22.583 23.490 24.551 25.610 22.884 
0.163 21.944 21.401 21.858 21.959 21.827 21.471 21.770 21.574 22.321 23.602 22.445 22.521 22.625 22.567 
0.173 21.941 22.096 22.189 21.553 21.896 22.261 21.949 21.928 22.508 22.944 22.275 22.516 22.287 22.568 
0.183 22.120 21.799 21.916 21.368 21.637 21.940 21.724 21.537 22.438 21.845 22.439 22.466 24.074 22.163 
0.194 21.874 21.998 22.034 22.155 22.567 22.258 21.965 22.426 22.791 22.927 22.611 22.341 23.039 22.626 
0.206 22.129 22.178 22.667 22.454 21.892 22.485 22.397 22.196 22.638 22.277 21.684 22.352 23.616 22.123 
0.218 22.247 22.132 22.061 22.625 21.979 22.165 22.115 22.384 22.311 22.671 22.572 23.223 22.642 22.668 
0.231 22.400 22.151 22.381 22.731 21.941 22.699 22.317 22.301 22.879 22.628 23.003 22.146 23.711 22.653 
0.244 22.135 22.335 22.626 22.940 23.148 22.775 22.559 23.048 22.691 23.108 23.221 22.978 24.186 22.912 
0.259 22.430 22.346 22.631 22.861 22.452 22.943 22.592 22.676 23.115 22.723 22.968 22.466 23.092 22.839 
0.274 22.524 22.588 22.945 22.687 22.788 23.571 22.917 22.764 23.232 22.640 22.603 23.239 23.267 22.854 
0.290 22.391 22.422 22.772 22.511 22.690 23.313 22.564 22.903 23.169 22.922 22.903 22.842 23.252 22.973 
0.308 22.762 22.991 23.045 22.912 23.262 23.422 23.031 23.174 23.543 23.068 23.324 22.710 22.756 23.151 
0.326 22.649 22.929 22.843 23.204 23.164 22.957 22.986 23.060 22.835 23.109 23.552 23.462 23.300 23.184 
0.345 22.943 22.727 22.821 23.098 23.098 22.711 22.859 22.975 22.881 23.248 22.810 23.074 23.178 22.912 
0.366 22.867 22.754 22.793 22.764 22.442 22.955 22.792 22.619 22.942 23.029 23.374 22.946 23.575 23.059 
0.387 22.755 22.850 22.770 22.883 23.131 22.384 22.805 22.841 22.509 22.730 23.270 23.832 23.395 22.929 
0.410 23.009 22.774 23.058 22.891 23.017 22.811 22.967 22.944 22.649 23.095 23.177 23.819 23.198 23.052 
0.435 23.167 23.066 23.063 23.040 22.859 22.990 23.061 22.924 22.733 22.926 23.585 23.228 23.237 23.027 
0.461 23.302 23.035 23.030 23.027 23.001 22.991 23.045 22.935 23.107 23.276 23.328 23.133 23.631 23.228 
0.488 23.465 23.135 23.159 23.082 23.230 23.406 23.089 23.267 23.198 23.115 22.991 23.107 23.141 23.096 
0.517 23.706 23.251 23.193 22.841 22.890 22.932 23.102 22.846 23.014 23.081 23.341 23.396 23.294 23.161 
0.547 23.613 23.470 23.192 22.835 23.127 23.218 23.120 23.087 23.203 23.094 23.127 23.031 23.257 23.110 
0.580 23.859 23.500 23.296 23.109 23.037 22.982 23.286 23.000 23.092 23.128 23.330 23.477 23.521 23.223 
0.614 23.945 23.416 23.152 23.067 23.033 23.159 23.172 23.029 23.231 23.224 22.991 23.129 23.470 23.138 
0.651 24.068 23.572 23.190 23.137 22.844 23.234 23.247 23.024 22.972 22.908 22.988 23.066 23.199 22.985 
0.689 24.358 23.703 23.323 22.983 22.881 23.136 23.259 22.960 23.108 22.949 23.054 23.103 23.029 23.082 
0.730 24.587 23.763 23.257 23.143 23.077 23.236 23.328 23.077 23.206 23.155 23.089 23.179 23.145 23.168 
0.773 24.871 23.785 23.525 23.170 23.053 23.039 23.447 23.083 23.056 23.021 23.190 23.258 23.137 23.111 
0.819 24.838 24.047 23.442 23.135 23.053 22.969 23.435 23.032 22.932 22.929 22.858 23.018 23.269 22.937 
0.868 25.269 24.127 23.487 23.311 23.038 22.922 23.544 23.008 22.916 22.932 22.882 22.898 22.978 22.910 
0.919 25.434 24.216 23.467 23.231 23.089 23.075 23.523 23.086 23.050 23.021 23.038 23.019 23.079 23.033 
0.974 25.662 24.444 23.807 23.363 23.193 23.088 23.820 23.111 23.086 22.979 22.920 22.928 23.144 22.976 
1.032 25.833 24.572 23.795 23.515 23.206 23.091 23.860 23.191 23.091 23.061 22.953 23.113 23.172 23.043 
1.093 26.094 24.823 23.937 23.593 23.251 23.194 23.989 23.265 23.150 23.058 22.947 23.021 22.984 23.040 
1.158 26.662 25.085 24.111 23.787 23.475 23.193 24.192 23.435 23.156 23.077 23.007 22.962 23.115 23.074 
1.226 26.939 25.133 24.215 23.851 23.414 23.298 24.261 23.437 23.253 23.102 22.970 23.067 23.028 23.110 
1.299 27.290 25.229 24.357 23.934 23.649 23.495 24.367 23.631 23.326 23.111 23.037 23.102 22.880 23.144 
1.376 27.730 25.428 24.473 24.017 23.649 23.446 24.510 23.623 23.325 23.145 23.045 23.016 22.978 23.140 
1.458 27.906 25.650 24.670 24.195 23.701 23.464 24.739 23.700 23.276 23.089 23.021 23.054 22.998 23.112 
1.544 27.499 25.835 24.674 24.252 23.846 23.658 24.741 23.842 23.426 23.152 23.036 23.100 23.003 23.181 
1.636 28.448 25.993 24.662 24.241 23.810 23.571 24.757 23.803 23.350 23.132 23.063 23.112 23.008 23.165 
1.733 28.517 26.112 24.766 24.502 23.872 23.629 24.909 23.882 23.441 23.184 23.011 23.058 23.001 23.175 
1.836 28.794 26.233 24.868 24.470 23.943 23.775 24.978 23.972 23.469 23.174 23.004 23.049 23.013 23.178 
1.944 29.373 26.425 25.084 24.612 24.081 23.847 25.160 24.099 23.601 23.246 23.055 23.108 22.982 23.252 
2.060 29.965 26.787 25.288 24.687 24.092 23.779 25.331 24.084 23.590 23.311 23.102 23.158 23.008 23.288 
2.182 29.696 27.077 25.324 24.838 24.221 23.893 25.431 24.220 23.622 23.318 23.069 23.181 22.977 23.294 
2.311 30.498 27.228 25.544 24.923 24.313 24.041 25.613 24.342 23.680 23.313 23.039 23.151 22.951 23.282 
2.448 30.446 27.279 25.727 25.174 24.417 24.074 25.800 24.470 23.731 23.416 23.082 23.122 22.984 23.330 
