# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 24.266 24.782 25.493 25.667 25.203 25.576 25.372 25.444 26.150 26.125 26.484 28.870 28.829 26.530 
0.109 21.708 21.874 22.563 22.618 23.854 23.462 22.403 22.963 23.582 25.659 24.235 21.719 24.897 23.004 
0.116 21.944 21.567 22.690 22.272 22.489 24.073 22.111 22.845 23.785 23.958 24.317 27.536 33.741 24.107 
0.122 21.764 22.003 22.872 22.668 22.631 22.703 22.565 22.682 23.073 23.158 24.067 25.842 28.174 23.400 
0.130 22.000 22.137 22.179 22.339 23.003 22.453 22.266 22.538 23.504 23.052 24.167 25.502 27.322 23.666 
0.137 21.837 22.064 22.798 22.246 22.741 22.692 22.538 22.714 23.032 23.152 23.620 25.724 25.378 23.465 
0.145 22.092 22.264 22.477 22.625 22.393 23.549 22.592 22.565 23.258 23.026 24.696 25.783 25.138 23.597 
0.154 22.187 22.406 22.277 22.894 22.112 23.582 22.407 22.600 23.012 22.358 23.888 24.945 24.905 23.121 
0.163 22.039 22.127 22.431 22.191 23.378 22.945 22.347 22.716 23.033 22.814 22.884 23.291 24.959 23.002 
0.173 22.149 22.320 22.393 23.215 22.816 22.489 22.566 22.720 23.018 22.866 22.893 23.934 24.191 22.997 
0.183 22.160 22.247 22.632 22.749 22.640 22.918 22.482 22.786 23.245 23.983 23.503 24.053 24.221 23.575 
0.194 22.498 22.578 22.584 22.690 22.576 23.267 22.585 22.915 23.160 23.024 23.587 22.838 23.944 23.030 
0.206 22.265 22.460 22.481 22.902 22.169 23.638 22.558 22.555 23.360 23.007 23.002 23.237 23.772 23.295 
0.218 22.222 22.492 22.899 22.621 23.229 22.161 22.697 22.649 22.528 23.531 24.015 23.962 24.868 23.218 
0.231 22.427 22.664 22.831 23.042 22.685 23.221 22.858 22.813 23.521 22.937 23.578 23.524 23.701 23.310 
0.244 22.623 22.800 22.764 22.754 23.584 23.134 22.859 23.054 23.372 23.381 22.922 23.345 24.046 23.293 
0.259 22.397 22.824 22.932 23.064 23.564 23.660 22.944 23.386 23.612 24.002 23.613 23.117 24.083 23.579 
0.274 22.561 22.793 22.771 23.061 23.733 23.142 22.909 23.437 23.566 23.728 23.940 23.348 23.116 23.587 
0.290 22.723 22.882 23.028 23.032 22.990 23.567 23.007 23.141 23.835 23.993 24.017 23.149 23.117 23.664 
0.308 22.892 22.966 23.165 23.026 23.194 22.639 23.118 23.005 23.229 24.005 24.041 23.642 24.051 23.619 
0.326 22.949 23.056 23.176 23.380 23.118 23.188 23.162 23.284 23.303 23.543 24.276 23.751 24.370 23.635 
0.345 22.987 22.958 23.030 23.375 23.080 23.263 23.083 23.181 23.500 23.807 24.081 24.101 24.384 23.852 
0.366 22.931 23.058 23.223 23.089 23.396 22.888 23.178 23.173 23.194 23.784 24.107 24.207 23.764 23.695 
0.387 23.220 23.146 23.367 23.232 23.479 23.162 23.284 23.334 23.046 23.530 23.968 24.351 24.477 23.591 
0.410 23.095 23.282 23.325 23.345 23.565 23.182 23.340 23.371 23.286 23.655 23.850 23.994 24.258 23.630 
0.435 23.241 23.168 23.149 23.243 23.316 23.306 23.190 23.245 23.323 23.390 23.739 23.903 23.884 23.514 
0.461 23.295 23.336 23.249 23.184 23.394 23.250 23.280 23.262 23.466 23.589 23.731 23.610 24.083 23.571 
0.488 23.420 23.476 23.324 23.164 23.271 23.163 23.296 23.237 23.399 23.484 23.747 24.059 24.206 23.609 
0.517 23.507 23.420 23.365 23.252 23.499 23.520 23.342 23.423 23.540 23.551 23.879 23.641 23.772 23.631 
0.547 23.486 23.404 23.527 23.240 23.425 23.568 23.443 23.383 23.512 23.479 23.508 23.822 24.067 23.577 
0.580 23.611 23.543 23.387 23.309 23.436 23.368 23.378 23.408 23.423 23.578 23.851 24.017 24.207 23.660 
0.614 23.719 23.586 23.460 23.500 23.518 23.516 23.470 23.558 23.583 23.665 23.851 23.919 24.041 23.727 
0.651 23.723 23.574 23.400 23.369 23.549 23.488 23.400 23.491 23.584 23.579 23.801 23.774 23.953 23.656 
0.689 23.846 23.566 23.414 23.300 23.343 23.463 23.389 23.380 23.499 23.522 23.642 23.989 24.077 23.636 
0.730 23.978 23.603 23.399 23.314 23.285 23.400 23.408 23.320 23.410 23.428 23.557 23.830 23.814 23.514 
0.773 24.114 23.649 23.445 23.416 23.411 23.487 23.448 23.465 23.442 23.669 23.734 23.803 23.988 23.642 
0.819 24.256 23.749 23.518 23.337 23.330 23.395 23.496 23.336 23.498 23.563 23.608 23.636 23.872 23.574 
0.868 24.373 23.823 23.490 23.390 23.352 23.509 23.503 23.424 23.528 23.501 23.642 23.647 23.724 23.571 
0.919 24.576 23.929 23.579 23.404 23.354 23.574 23.584 23.416 23.502 23.470 23.635 23.667 23.814 23.554 
0.974 24.717 23.981 23.596 23.460 23.327 23.418 23.608 23.397 23.412 23.463 23.686 23.809 23.922 23.564 
1.032 24.892 24.138 23.745 23.542 23.377 23.448 23.743 23.445 23.448 23.542 23.599 23.625 23.913 23.549 
1.093 25.079 24.231 23.761 23.626 23.451 23.557 23.791 23.526 23.474 23.402 23.578 23.681 23.804 23.515 
1.158 25.329 24.329 23.861 23.670 23.453 23.529 23.879 23.530 23.479 23.423 23.543 23.649 23.911 23.512 
1.226 25.557 24.485 23.967 23.743 23.526 23.510 23.966 23.577 23.448 23.433 23.587 23.688 23.762 23.521 
1.299 25.867 24.621 23.996 23.818 23.592 23.570 24.021 23.658 23.500 23.442 23.550 23.693 23.821 23.531 
1.376 26.066 24.631 24.059 23.784 23.566 23.598 24.065 23.606 23.478 23.444 23.515 23.673 23.832 23.520 
