# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 25.373 25.182 26.052 25.115 27.784 28.030 25.883 26.055 27.851 30.939 27.128 27.095 41.753 27.830 
0.109 22.252 22.518 22.866 24.494 27.334 25.137 22.952 26.180 26.018 24.449 29.021 28.415 26.724 25.445 
0.116 21.686 21.831 23.652 23.787 24.939 26.208 23.108 24.516 25.677 26.332 25.309 28.405 33.653 25.826 
0.122 21.342 21.706 21.903 22.851 25.854 23.797 22.089 24.328 23.082 23.827 28.004 29.944 27.431 24.311 
0.130 21.056 21.452 21.552 23.635 22.214 22.859 21.729 22.538 23.741 23.214 23.978 28.975 28.337 24.004 
0.137 21.104 21.700 21.602 22.397 22.955 25.683 21.677 23.396 23.308 22.771 22.716 26.137 26.346 23.184 
0.145 21.157 21.655 21.401 22.155 22.925 22.735 21.608 22.640 23.278 22.763 25.727 25.256 25.499 23.493 
0.154 20.749 21.407 21.538 22.116 23.417 25.024 21.631 23.107 24.555 25.368 25.642 27.294 25.589 25.297 
0.163 20.950 21.404 21.891 22.318 23.883 24.337 21.858 23.407 23.584 23.649 24.329 24.651 23.100 24.123 
0.173 20.938 21.322 22.156 22.956 23.228 23.383 22.146 23.173 23.116 22.767 23.361 26.077 24.926 23.116 
0.183 20.911 21.349 22.210 22.359 22.601 24.060 22.050 22.709 23.573 24.723 25.007 25.062 25.673 24.267 
0.194 21.114 21.543 22.050 22.576 22.802 22.712 22.066 22.674 23.441 23.248 25.808 25.559 26.507 23.816 
0.206 20.955 21.686 22.042 23.422 22.632 23.459 22.198 22.972 23.681 23.536 23.138 24.849 25.273 23.557 
0.218 21.068 21.597 22.511 22.625 23.474 23.435 22.364 23.093 23.742 23.651 23.579 23.692 23.955 23.698 
0.231 21.106 21.663 22.701 22.407 23.404 23.226 22.398 22.919 23.650 24.752 24.740 23.801 24.672 24.033 
0.244 21.076 21.663 22.297 22.366 22.377 23.191 22.247 22.500 22.645 24.419 23.790 23.819 25.155 23.421 
0.259 21.045 21.816 22.323 22.847 22.754 23.634 22.274 23.101 23.531 23.450 23.589 23.612 25.704 23.522 
0.274 21.065 21.986 22.530 22.947 22.920 23.443 22.514 23.009 23.188 23.234 23.703 24.108 24.885 23.509 
0.290 21.218 21.737 22.363 22.911 23.359 22.948 22.372 23.099 22.992 23.398 23.752 25.281 25.783 23.566 
0.308 21.213 21.806 22.582 22.548 22.544 23.412 22.377 22.837 23.305 23.749 23.832 23.847 23.882 23.679 
