# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 21.260 22.117 23.809 22.541 21.927 24.766 23.094 22.314 25.482 26.906 27.999 25.681 27.547 26.009 
0.109 18.871 18.781 19.612 20.530 20.042 18.706 19.565 20.197 19.112 21.185 20.968 20.796 21.446 20.021 
0.116 18.895 18.281 18.955 19.836 20.909 18.431 18.752 19.335 18.787 20.632 21.301 22.807 25.793 19.774 
0.122 18.655 18.271 18.778 19.330 18.892 18.647 18.835 18.887 18.613 19.740 21.658 19.505 25.747 19.463 
0.130 18.163 18.765 18.554 18.760 18.811 20.763 18.737 18.890 20.380 20.470 20.489 21.160 22.079 20.643 
0.137 18.552 18.435 18.736 19.844 18.119 19.951 18.773 18.735 20.037 19.676 21.584 22.109 23.084 20.367 
0.145 18.493 18.676 19.008 18.215 19.725 18.405 18.739 18.725 19.109 20.567 21.773 21.099 19.539 19.999 
0.154 18.984 18.758 19.066 18.891 18.931 19.797 19.168 18.912 20.054 19.582 21.025 21.950 23.948 20.240 
0.163 18.709 18.654 18.952 18.926 18.603 20.591 19.035 18.911 20.761 20.775 19.713 19.790 20.627 20.046 
0.173 18.911 19.228 19.438 18.592 19.133 19.310 18.968 19.225 19.784 19.993 19.319 20.029 19.423 19.672 
0.183 19.112 18.942 18.891 18.438 19.070 19.815 18.715 18.928 19.697 18.834 19.377 19.662 21.659 19.406 
0.194 19.166 19.156 18.964 19.655 19.539 20.187 19.255 19.578 20.459 19.639 19.541 19.425 21.208 19.849 
0.206 19.265 19.365 19.752 19.382 19.192 19.965 19.642 19.343 19.922 19.115 18.918 19.707 21.646 19.319 
0.218 19.463 19.130 19.382 19.434 19.741 18.919 19.366 19.141 19.431 19.762 20.123 20.037 19.926 19.742 
0.231 19.550 19.238 19.631 19.438 19.411 20.515 19.552 19.482 20.223 19.766 19.684 19.396 20.048 19.872 
0.244 19.382 19.482 19.747 20.168 20.215 19.714 19.810 20.064 19.820 20.335 20.294 20.315 21.299 20.130 
0.259 19.487 19.459 19.905 20.033 19.713 19.938 19.820 19.755 20.244 19.900 20.526 19.717 21.128 20.005 
0.274 19.574 19.820 20.083 19.754 20.259 20.352 19.987 20.222 20.207 19.510 19.946 20.186 20.277 19.947 
0.290 19.370 19.653 19.657 19.929 20.163 20.302 19.768 20.114 20.300 20.009 20.040 19.885 20.684 20.049 
0.308 19.879 20.113 20.291 20.082 20.479 20.670 20.126 20.452 20.513 20.215 20.426 19.772 19.587 20.238 
0.326 19.870 20.032 20.132 20.264 20.141 20.120 20.136 20.190 19.947 20.340 20.704 20.489 20.573 20.337 
0.345 19.984 19.907 19.968 20.310 19.942 19.847 20.039 19.966 20.067 20.263 19.930 20.099 20.419 20.082 
0.366 19.959 19.850 19.994 19.665 19.897 20.143 19.932 19.829 20.194 20.246 20.504 20.037 20.704 20.228 
0.387 19.953 19.841 20.073 20.156 19.691 19.716 19.972 19.845 19.749 19.992 20.787 20.754 20.493 20.167 
0.410 20.159 19.914 20.181 20.013 20.168 19.811 20.085 20.026 19.782 20.297 20.426 20.492 20.750 20.171 
0.435 20.334 20.188 20.176 20.102 20.050 19.820 20.161 20.027 19.807 20.205 20.536 20.139 20.771 20.143 
0.461 20.404 20.102 20.232 20.071 20.128 20.503 20.159 20.151 20.327 20.565 20.259 20.544 20.909 20.425 
0.488 20.519 20.243 20.210 20.290 20.560 20.409 20.235 20.413 20.293 20.159 20.135 20.123 20.509 20.185 
0.517 20.800 20.291 20.314 19.930 20.024 20.039 20.145 20.026 20.180 20.169 20.491 20.407 20.563 20.299 
0.547 20.691 20.571 20.118 20.156 20.267 20.310 20.183 20.286 20.351 20.171 20.267 20.198 20.626 20.244 
0.580 20.912 20.551 20.395 20.232 20.030 20.177 20.361 20.120 20.261 20.217 20.588 20.669 20.585 20.409 
0.614 20.898 20.497 20.225 20.219 20.143 20.422 20.254 20.223 20.427 20.191 20.136 20.339 20.734 20.280 
0.651 21.154 20.573 20.321 20.118 20.216 20.157 20.330 20.151 20.063 20.094 20.167 20.275 20.462 20.115 
0.689 21.280 20.733 20.340 20.040 20.098 20.307 20.297 20.148 20.244 20.110 20.340 20.330 20.247 20.221 
0.730 21.484 20.743 20.358 20.205 20.276 20.454 20.367 20.304 20.351 20.266 20.289 20.222 20.321 20.283 
0.773 21.693 20.777 20.612 20.146 20.271 20.106 20.504 20.165 20.212 20.147 20.415 20.339 20.362 20.251 
0.819 21.830 21.003 20.469 20.176 20.131 20.058 20.455 20.134 20.054 20.029 20.060 20.358 20.528 20.092 
0.868 22.262 21.077 20.562 20.271 20.037 20.109 20.568 20.115 20.064 20.063 20.006 20.116 20.170 20.059 
0.919 22.294 21.136 20.530 20.183 20.273 20.189 20.528 20.211 20.166 20.161 20.158 20.102 20.367 20.144 
0.974 22.601 21.401 20.826 20.338 20.200 20.336 20.747 20.285 20.251 20.051 20.036 20.117 20.322 20.115 
1.032 22.772 21.493 20.840 20.493 20.197 20.257 20.840 20.276 20.252 20.095 20.100 20.247 20.373 20.181 
1.093 22.930 21.704 20.974 20.533 20.313 20.274 20.963 20.351 20.272 20.070 20.133 20.130 20.250 20.152 
1.158 23.458 21.933 21.158 20.715 20.477 20.237 21.138 20.428 20.275 20.165 20.159 20.211 20.368 20.199 
1.226 23.710 22.005 21.256 20.724 20.461 20.376 21.226 20.484 20.377 20.147 20.159 20.218 20.222 20.217 
1.299 23.881 22.160 21.324 20.888 20.690 20.490 21.312 20.687 20.374 20.161 20.205 20.072 20.207 20.206 
1.376 24.332 22.265 21.493 20.922 20.667 20.442 21.421 20.650 20.412 20.186 20.193 20.091 20.163 20.226 
1.458 24.430 22.481 21.728 21.011 20.741 20.329 21.619 20.659 20.333 20.159 20.180 20.120 20.291 20.196 
1.544 24.357 22.638 21.670 21.143 20.894 20.584 21.654 20.853 20.449 20.185 20.182 20.191 20.181 20.260 
1.636 25.109 22.718 21.680 21.094 20.861 20.463 21.654 20.784 20.405 20.180 20.224 20.164 20.217 20.247 
1.733 25.377 22.862 21.834 21.258 20.860 20.603 21.831 20.859 20.497 20.203 20.182 20.172 20.240 20.261 
1.836 25.313 23.034 21.873 21.237 21.063 20.592 21.867 20.958 20.505 20.186 20.181 20.139 20.231 20.250 
1.944 26.058 23.233 22.051 21.422 21.133 20.715 22.042 21.053 20.626 20.239 20.232 20.156 20.183 20.313 
2.060 26.442 23.602 22.203 21.466 21.080 20.711 22.179 21.026 20.657 20.315 20.263 20.175 20.233 20.348 
2.182 26.351 23.809 22.281 21.608 21.194 20.743 22.278 21.146 20.672 20.293 20.258 20.178 20.143 20.348 
2.311 27.052 23.985 22.470 21.669 21.380 20.776 22.430 21.242 20.695 20.269 20.207 20.120 20.190 20.317 
2.448 26.724 24.071 22.661 21.899 21.413 20.777 22.643 21.307 20.770 20.374 20.225 20.177 20.173 20.377 
2.594 28.146 24.395 22.830 21.983 21.589 20.904 22.758 21.457 20.856 20.373 20.186 20.200 20.172 20.390 
2.747 27.655 24.757 23.064 22.169 21.755 20.935 22.984 21.553 20.924 20.404 20.169 20.190 20.155 20.401 
2.910 28.602 25.202 23.266 22.369 21.908 20.986 23.191 21.672 21.012 20.425 20.173 20.252 20.198 20.434 
3.083 29.782 25.548 23.766 22.624 22.045 21.157 23.574 21.858 21.135 20.467 20.172 20.220 20.174 20.460 
3.266 30.548 25.896 23.972 22.859 22.166 21.173 23.722 21.954 21.175 20.519 20.183 20.265 20.214 20.495 
3.459 30.690 26.468 24.375 23.041 22.494 21.367 24.030 22.210 21.324 20.551 20.157 20.243 20.217 20.509 
3.665 31.406 26.491 24.471 23.191 22.614 21.473 24.165 22.335 21.408 20.618 20.175 20.265 20.238 20.551 
3.882 32.469 27.276 24.940 23.561 22.921 21.603 24.515 22.595 21.560 20.728 20.213 20.267 20.239 20.611 
4.112 32.192 27.424 25.319 23.735 23.059 21.740 24.752 22.734 21.655 20.780 20.224 20.316 20.265 20.650 
4.356 38.421 27.814 25.719 23.970 23.285 21.946 25.088 22.971 21.843 20.872 20.264 20.292 20.291 20.705 
4.614 36.128 28.242 25.917 24.296 23.481 22.111 25.354 23.149 21.991 20.959 20.281 20.301 20.309 20.744 
4.888 41.705 28.743 26.582 24.537 23.737 22.256 25.687 23.349 22.107 21.059 20.318 20.318 20.308 20.799 
5.178 43.713 29.449 26.837 24.819 23.864 22.452 26.075 23.539 22.226 21.167 20.376 20.317 20.343 20.853 
5.485 52.385 29.819 27.705 25.407 24.162 22.716 26.636 23.876 22.466 21.332 20.407 20.336 20.417 20.924 
5.810 54.992 30.170 27.794 25.702 24.446 22.978 26.980 24.150 22.626 21.432 20.479 20.411 20.454 21.006 
6.155 60.334 30.778 28.441 26.338 24.711 23.271 27.591 24.425 22.834 21.526 20.559 20.454 20.535 21.088 
6.520 48.286 32.180 28.940 26.694 25.000 23.579 28.032 24.763 23.010 21.668 20.641 20.512 20.627 21.177 
6.906 nan 31.773 29.907 26.991 25.192 23.719 28.619 24.892 23.140 21.777 20.741 20.582 20.706 21.274 
7.316 69.464 32.595 30.859 27.642 25.523 24.001 29.188 25.244 23.354 21.897 20.833 20.673 20.817 21.375 
7.750 nan 35.855 31.082 28.017 25.813 24.340 29.555 25.605 23.525 22.003 20.925 20.810 20.941 21.485 
8.210 89.350 32.875 30.216 28.116 26.076 24.480 29.539 25.802 23.691 22.137 21.066 20.891 21.050 21.605 
8.696 nan 44.746 32.938 28.359 26.801 24.843 30.214 26.295 23.963 22.283 21.205 21.055 21.206 21.763 
9.212 nan 32.895 31.108 28.784 26.830 24.869 30.266 26.303 24.069 22.367 21.348 21.230 21.409 21.907 
9.759 nan 59.257 34.173 29.461 27.182 25.282 31.554 26.701 24.394 22.517 21.520 21.393 21.568 22.080 
10.337 nan 42.548 31.591 29.625 27.502 25.519 31.643 26.933 24.590 22.630 21.641 21.579 21.727 22.223 
10.950 nan 41.393 34.981 30.272 27.647 26.053 32.183 27.430 25.042 22.851 21.791 21.774 21.902 22.412 
11.600 nan nan 38.628 32.096 28.492 26.195 35.039 27.828 25.258 23.080 21.978 21.924 22.081 22.587 
12.288 nan nan 34.998 31.054 28.451 26.607 32.282 28.010 25.546 23.228 22.146 22.166 22.243 22.791 
13.016 nan nan 44.731 30.760 29.490 27.180 33.668 28.616 26.108 23.504 22.413 22.438 22.462 23.066 
13.788 nan nan 43.787 32.510 29.168 27.552 34.872 28.890 26.442 23.832 22.701 22.733 22.709 23.371 
14.606 nan nan 37.228 31.727 30.373 28.279 36.982 29.781 26.625 24.158 23.072 23.074 23.007 23.719 
15.472 nan nan 39.543 34.900 30.283 28.421 36.417 29.675 27.072 24.522 23.491 23.493 23.360 24.138 
16.390 102.944 86.923 60.073 33.521 30.587 28.680 40.218 29.885 27.297 24.880 23.965 23.966 23.672 24.585 
17.362 105.616 nan 55.591 35.333 31.084 29.177 39.041 30.973 27.457 25.200 24.474 24.334 24.032 25.007 
18.392 105.798 nan nan 35.816 31.634 29.533 36.720 31.002 28.362 25.536 24.991 24.942 24.478 25.521 
19.482 106.500 89.542 nan 32.253 31.553 29.448 nan 30.572 28.961 26.322 25.830 25.524 25.164 26.262 
20.638 nan nan 83.587 67.172 33.359 31.319 79.303 33.083 30.280 27.397 26.864 26.670 26.162 27.357 
21.862 nan nan 86.271 72.719 73.481 36.242 nan nan 32.638 29.712 28.797 28.521 27.368 29.338 
23.158 nan nan 86.657 76.112 nan nan 80.468 nan 55.642 30.919 30.604 29.565 27.752 30.680 
24.532 nan nan 87.877 76.202 76.441 74.651 nan 75.318 74.108 33.066 31.447 30.161 28.980 31.576 
25.987 nan nan nan 76.950 77.131 76.725 nan 76.088 77.752 nan 36.939 29.591 28.891 31.168 
27.528 nan 96.613 nan 77.529 nan 77.458 nan 77.374 77.214 nan 32.721 31.194 29.809 32.466 
29.160 nan 98.500 93.164 79.241 nan 79.065 nan nan nan nan 59.051 32.317 30.603 33.894 
30.890 inf inf inf inf inf inf inf inf inf inf inf inf inf inf 
