# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 21.745 21.613 20.619 25.754 24.837 23.572 21.175 24.537 24.897 25.939 27.005 35.624 29.687 25.778 
0.109 19.246 20.122 19.852 22.891 25.633 23.850 20.358 23.873 19.409 19.561 24.595 26.826 28.723 20.640 
0.116 17.780 18.832 19.019 20.921 19.020 20.392 19.203 19.516 21.161 22.531 22.502 24.483 nan 22.047 
0.122 18.438 18.509 18.532 19.556 18.438 20.316 18.841 18.674 21.548 21.555 24.710 26.188 29.122 22.031 
0.130 17.770 18.405 20.106 18.947 21.095 21.472 19.340 20.786 20.048 22.707 19.732 22.911 24.612 20.307 
0.137 17.378 17.630 18.523 18.096 20.857 20.692 17.960 20.343 21.007 22.131 22.390 23.383 23.422 21.872 
0.145 17.171 18.244 18.943 18.811 19.700 19.218 18.719 19.297 19.998 22.170 19.307 20.614 19.944 20.028 
0.154 17.348 17.973 18.577 19.929 19.066 18.753 18.703 19.413 19.540 22.200 22.902 21.093 22.988 20.560 
0.163 17.343 17.674 18.642 18.243 19.245 19.258 18.337 19.011 19.061 19.791 21.388 20.389 23.505 19.826 
0.173 17.203 17.780 18.155 18.575 19.714 18.049 18.145 18.775 18.599 19.090 19.988 25.614 21.966 19.296 
0.183 17.143 17.697 18.152 18.500 20.131 19.910 18.168 19.295 20.369 21.247 22.072 22.007 21.100 21.128 
0.194 17.266 17.749 18.335 18.677 19.073 19.758 18.386 18.800 19.916 20.099 19.186 19.629 21.243 19.598 
0.206 17.556 17.879 18.717 18.104 17.880 18.638 18.361 18.163 18.805 19.114 19.752 23.604 22.057 19.347 
0.218 17.509 17.812 18.278 18.623 18.918 19.154 18.266 19.003 19.292 20.180 19.850 21.504 21.002 19.846 
0.231 17.325 17.862 18.666 18.529 19.123 19.316 18.420 19.018 19.598 19.584 20.072 20.368 20.782 19.778 
0.244 17.736 18.220 18.674 19.305 19.902 19.241 18.754 19.481 19.741 20.801 20.908 20.596 20.922 20.347 
0.259 17.959 18.172 18.374 18.784 19.471 18.363 18.388 19.171 19.094 19.847 19.510 20.123 24.954 19.482 
0.274 17.753 18.228 18.692 19.189 20.025 19.807 18.697 19.758 19.915 20.641 21.526 20.320 21.832 20.357 
0.290 17.951 18.126 18.628 18.860 19.297 19.586 18.578 19.170 19.311 19.653 21.031 20.890 20.814 20.109 
0.308 17.931 18.249 18.858 19.075 19.201 19.431 18.761 19.191 19.579 19.558 20.105 19.801 21.058 19.644 
0.326 17.924 18.205 18.621 18.878 19.247 18.957 18.601 19.107 19.181 20.111 20.459 21.211 21.647 19.913 
0.345 17.871 18.277 18.435 18.830 18.996 19.274 18.472 19.029 19.521 19.364 19.843 20.459 21.639 19.669 
0.366 17.925 18.222 18.705 18.858 19.179 19.499 18.646 19.130 19.277 19.464 20.370 20.895 21.043 19.822 
0.387 17.977 18.264 18.491 18.759 18.514 19.260 18.536 18.725 19.221 19.411 20.501 21.161 21.138 19.769 
0.410 17.984 18.375 18.707 18.910 18.875 18.725 18.705 18.826 19.092 19.264 19.552 20.593 20.571 19.424 
0.435 18.176 18.265 18.585 18.460 18.776 19.174 18.504 18.774 19.111 19.511 20.317 20.350 20.285 19.637 
0.461 18.153 18.299 18.626 18.824 19.038 18.950 18.611 18.970 19.180 19.295 19.615 20.261 20.723 19.446 
0.488 18.183 18.261 18.440 18.627 18.729 19.003 18.406 18.798 18.898 18.974 19.740 19.860 19.895 19.240 
0.517 18.174 18.194 18.346 18.566 18.689 18.865 18.361 18.697 18.911 18.924 19.444 19.502 20.327 19.144 
0.547 18.347 18.223 18.357 18.407 18.390 18.522 18.331 18.408 18.743 18.878 19.388 19.801 19.313 19.074 
0.580 18.452 18.262 18.283 18.277 18.503 18.494 18.261 18.486 18.502 18.750 19.114 19.436 19.669 18.864 
0.614 18.648 18.314 18.225 18.323 18.320 18.440 18.240 18.385 18.414 18.544 18.843 19.465 19.673 18.699 
0.651 18.808 18.364 18.240 18.285 18.361 18.354 18.259 18.350 18.422 18.543 19.070 19.305 19.424 18.741 
0.689 19.099 18.465 18.268 18.203 18.368 18.285 18.253 18.324 18.450 18.596 18.911 19.091 19.181 18.693 
0.730 19.462 18.647 18.373 18.336 18.227 18.293 18.383 18.271 18.287 18.426 18.681 19.048 19.223 18.573 
0.773 19.799 18.806 18.539 18.386 18.365 18.414 18.528 18.355 18.356 18.418 18.752 19.231 18.945 18.601 
0.819 20.251 19.034 18.632 18.369 18.464 18.530 18.593 18.460 18.543 18.448 18.814 19.195 19.107 18.693 
