# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 24.918 24.968 25.982 27.201 26.860 25.973 26.018 26.422 26.895 28.049 27.908 29.781 30.610 27.563 
0.109 21.902 21.889 22.356 23.907 23.934 26.265 22.381 24.366 25.289 23.268 30.380 27.552 26.929 24.370 
0.116 21.226 21.751 22.911 23.769 23.226 24.495 22.553 23.713 24.325 25.856 25.801 25.596 25.616 25.084 
0.122 21.425 21.249 21.698 21.784 22.568 23.595 21.597 22.669 22.277 22.487 23.510 25.139 25.069 22.757 
0.130 21.052 21.697 21.981 22.350 21.488 22.181 22.187 21.708 22.128 23.454 23.095 26.461 31.873 22.873 
0.137 20.993 21.108 21.601 22.002 21.551 21.934 21.518 21.682 22.282 22.812 24.675 23.574 21.933 23.011 
0.145 20.849 21.106 21.002 21.784 22.531 22.581 21.237 22.060 22.773 22.746 22.908 23.395 25.690 23.050 
0.154 21.186 21.219 21.320 22.414 23.652 22.597 21.468 23.193 22.321 23.265 22.750 23.606 24.922 22.688 
0.163 20.802 21.164 21.390 21.634 22.025 22.159 21.341 22.188 22.071 23.171 22.728 22.210 23.242 22.391 
0.173 21.083 21.395 21.701 22.412 22.024 22.388 21.787 22.091 22.818 23.445 24.350 24.790 23.386 23.407 
0.183 21.114 21.238 21.449 21.596 22.267 22.785 21.357 22.486 22.311 22.978 23.046 24.000 23.629 22.857 
0.194 21.128 21.365 21.668 21.871 22.229 22.835 21.583 22.305 22.777 22.777 24.371 22.834 22.560 22.977 
0.206 21.236 21.265 21.811 21.905 22.808 22.260 21.704 22.304 21.757 22.501 22.472 22.483 24.588 22.288 
0.218 21.154 21.474 21.752 21.980 23.004 22.229 21.740 22.392 22.283 22.678 23.209 23.590 23.656 22.776 
0.231 21.436 21.510 21.913 22.204 22.785 22.284 21.894 22.463 22.449 22.873 23.437 23.863 24.875 22.990 
0.244 21.364 21.702 21.794 22.281 22.368 22.300 21.982 22.218 22.529 23.069 23.220 23.511 24.048 22.953 
