# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 24.749 24.108 23.213 24.794 24.319 24.580 23.710 24.353 25.287 29.024 27.278 27.259 39.907 26.343 
0.109 21.613 21.065 21.885 24.820 25.598 24.115 21.811 25.636 24.032 24.535 32.844 29.166 30.286 25.151 
0.116 20.589 21.371 20.989 22.952 24.163 20.938 21.246 23.442 21.429 21.963 25.121 22.860 39.164 22.010 
0.122 21.233 20.900 21.522 22.247 23.737 24.828 21.471 24.019 24.970 24.429 23.915 24.987 29.412 24.532 
0.130 20.104 20.354 22.480 21.502 20.159 21.847 21.158 20.923 22.291 23.053 23.735 26.052 26.490 23.075 
0.137 20.156 20.026 20.517 21.114 21.629 22.939 20.394 22.018 23.194 24.331 22.540 22.168 23.646 23.133 
0.145 19.786 20.567 20.527 20.929 21.113 21.290 20.474 21.345 21.231 22.983 21.985 21.896 25.683 21.850 
0.154 19.570 19.966 20.136 21.779 21.048 22.356 20.394 21.528 21.610 21.696 23.319 23.190 24.609 22.432 
0.163 19.668 19.982 20.360 20.684 22.065 20.955 20.396 20.988 21.498 21.303 23.355 23.565 20.914 21.904 
0.173 19.537 20.369 20.577 21.657 20.967 21.430 20.753 21.499 21.498 23.180 23.860 23.982 29.128 22.465 
0.183 19.546 20.350 20.737 21.186 20.553 22.604 20.946 20.888 22.859 22.848 23.438 24.384 22.459 23.235 
0.194 19.737 20.038 20.623 21.161 21.387 20.723 20.647 21.250 21.445 22.101 21.940 21.572 25.458 21.594 
0.206 19.523 20.108 20.843 20.888 20.746 22.633 20.772 20.919 22.779 23.283 23.333 23.702 26.811 23.194 
0.218 19.536 20.397 21.064 20.917 20.977 20.926 21.053 20.779 21.451 22.108 22.902 22.603 22.370 21.985 
0.231 19.659 20.390 20.959 20.771 21.696 20.863 20.761 21.294 21.475 21.962 22.982 21.664 22.068 21.840 
0.244 19.732 20.342 20.585 21.533 21.614 21.690 20.711 21.805 21.791 22.455 21.947 21.686 23.736 21.979 
0.259 19.611 20.409 20.723 20.406 21.007 21.319 20.630 20.862 21.231 21.764 22.525 21.965 23.731 21.703 
0.274 19.961 20.389 20.894 21.571 21.585 21.591 20.969 21.534 21.271 21.919 21.740 22.306 22.518 21.686 
0.290 19.940 20.539 21.224 21.179 22.028 21.420 21.084 21.486 21.366 22.315 22.779 23.818 24.055 22.157 
0.308 20.022 20.365 20.808 21.370 21.528 21.682 20.785 21.590 21.923 22.303 22.984 23.217 24.231 22.474 
0.326 20.035 20.353 21.104 20.882 21.315 21.592 20.820 21.296 21.563 21.788 22.883 23.228 24.242 22.103 
0.345 19.978 20.643 20.548 21.429 21.096 21.339 20.743 21.247 21.577 22.168 23.037 22.687 22.142 22.157 
0.366 20.035 20.609 20.889 21.052 21.534 21.646 20.856 21.424 21.975 21.945 22.077 23.165 22.429 22.160 
0.387 20.172 20.471 20.827 21.166 21.379 21.187 20.793 21.380 21.279 21.607 21.937 23.137 22.719 21.745 
0.410 20.174 20.580 20.966 20.930 21.373 21.133 20.913 21.147 21.301 21.605 22.243 22.065 23.427 21.693 
0.435 20.138 20.598 20.709 20.936 21.325 20.985 20.755 21.176 21.072 21.554 21.702 22.169 22.905 21.465 
0.461 20.299 20.599 20.798 20.834 21.159 21.388 20.806 21.098 21.355 21.527 21.787 22.231 22.868 21.642 
0.488 20.245 20.663 20.632 20.839 21.046 20.800 20.724 20.897 20.964 21.399 21.573 21.760 22.184 21.363 
0.517 20.343 20.579 20.721 20.871 20.956 21.008 20.722 20.948 21.069 21.195 21.802 22.143 21.938 21.408 
0.547 20.294 20.502 20.514 20.650 20.789 20.682 20.540 20.756 20.762 21.176 21.492 21.833 22.036 21.211 
0.580 20.505 20.599 20.540 20.870 20.802 20.842 20.625 20.877 20.837 21.032 21.387 21.599 21.770 21.161 
0.614 20.639 20.688 20.535 20.655 20.681 20.701 20.577 20.686 20.758 20.924 21.047 21.488 21.866 20.992 
0.651 20.787 20.641 20.606 20.570 20.703 20.667 20.592 20.676 20.727 20.880 21.177 21.527 21.536 20.983 
0.689 20.959 20.800 20.572 20.565 20.696 20.691 20.590 20.664 20.675 20.801 21.047 21.327 21.669 20.933 
