# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 26.054 25.274 23.962 27.781 30.114 29.466 24.560 30.143 28.300 32.062 30.217 34.690 41.379 29.367 
0.109 22.467 23.479 23.576 25.260 23.198 22.735 23.667 23.187 24.379 30.014 30.752 29.164 29.352 25.609 
0.116 21.537 22.483 22.397 22.929 24.735 26.578 22.538 25.180 25.548 23.148 27.015 27.893 32.040 24.251 
0.122 21.772 22.136 23.001 24.783 23.084 24.800 22.804 23.693 23.205 23.390 26.435 29.559 31.920 24.361 
0.130 21.414 21.824 22.167 22.906 24.745 23.898 22.376 23.359 22.941 25.824 26.271 29.065 30.403 24.065 
0.137 21.035 21.403 22.076 22.101 23.121 23.460 21.961 22.446 23.839 25.438 23.934 22.854 26.429 23.869 
0.145 20.809 21.536 22.067 22.057 22.745 24.038 22.119 22.376 23.395 26.484 28.607 22.909 28.784 23.781 
0.154 20.960 21.363 21.490 22.335 22.705 22.649 21.610 22.840 22.768 25.076 25.410 24.694 24.376 23.743 
0.163 20.775 21.302 22.416 22.093 22.454 23.505 21.969 22.924 22.362 22.289 25.473 26.045 29.256 23.017 
0.173 20.842 21.010 21.599 22.377 22.324 22.696 21.581 22.289 22.621 23.510 23.173 25.440 24.415 23.189 
0.183 20.916 21.179 21.748 21.720 22.406 22.514 21.715 22.099 23.204 24.840 24.602 26.148 25.120 24.050 
0.194 21.052 21.354 22.067 22.667 23.005 21.957 21.951 22.651 22.272 23.933 22.984 22.633 23.410 22.897 
0.206 20.820 21.303 22.176 22.545 22.414 21.916 22.093 22.094 22.456 23.141 23.184 24.178 25.855 22.963 
0.218 20.996 21.412 22.170 21.897 22.362 22.360 21.900 22.302 22.385 23.022 23.250 23.430 26.686 23.018 
0.231 21.038 21.479 21.958 22.662 22.289 23.333 22.054 22.498 23.375 23.273 24.334 24.307 23.938 23.722 
0.244 20.932 21.565 21.850 22.370 22.603 22.512 21.894 22.577 22.574 22.941 23.241 23.602 24.509 23.045 
0.259 21.122 21.499 22.202 21.897 23.337 23.070 21.973 22.709 22.824 23.551 24.729 23.528 25.144 23.445 
0.274 21.181 21.594 22.222 22.500 22.711 23.732 22.143 22.998 23.584 23.507 23.790 23.369 24.144 23.590 
0.290 21.424 21.657 22.204 22.579 22.833 22.652 22.213 22.737 22.966 23.226 23.888 24.562 24.003 23.367 
0.308 21.403 21.840 22.319 22.563 22.536 23.306 22.252 22.757 23.110 23.343 23.507 23.586 24.941 23.445 
0.326 21.283 21.798 21.880 22.341 22.714 23.015 21.965 22.776 22.941 23.061 23.995 24.640 23.502 23.401 
0.345 21.331 21.854 21.971 22.486 22.235 22.855 22.064 22.441 22.937 23.169 23.687 24.838 24.400 23.372 
