# t[days] lsstu lsstg lsstr lssti lsstz lssty f062 f087 f106 f129 f158 f184 f213 f146 
0.103 25.867 25.276 25.712 27.057 26.725 25.646 25.867 26.263 26.547 28.364 28.075 32.561 30.510 27.398 
0.109 22.391 22.262 22.805 24.334 25.337 25.102 22.814 25.199 24.649 23.198 26.947 27.855 25.927 24.230 
0.116 22.070 21.979 23.156 23.155 23.781 24.172 22.699 23.614 24.219 25.613 26.359 25.880 25.648 25.093 
0.122 21.603 21.700 21.875 22.107 22.349 24.194 21.861 22.710 23.007 23.652 23.151 25.114 26.034 23.261 
0.130 21.395 21.963 21.870 22.726 21.574 21.871 22.152 21.746 22.734 23.277 24.126 25.178 24.373 23.259 
0.137 21.148 21.461 21.824 22.157 21.971 23.378 21.944 22.142 22.496 22.266 23.408 23.456 22.223 22.856 
0.145 20.992 21.339 21.366 22.165 23.795 22.255 21.540 22.763 22.402 23.911 22.348 23.017 22.677 22.693 
0.154 21.482 21.332 21.374 22.157 22.728 22.658 21.489 22.797 22.496 22.817 23.304 23.096 24.925 22.923 
0.163 21.304 21.444 21.754 22.391 22.758 22.428 21.779 22.667 22.768 23.231 23.193 24.359 23.147 23.216 
0.173 21.331 21.522 21.944 21.993 22.380 22.455 21.804 22.372 22.806 23.668 23.395 24.149 25.069 23.328 
0.183 21.308 21.598 21.854 22.466 22.201 22.893 21.885 22.566 22.833 23.451 23.850 23.236 23.369 23.266 
0.194 21.380 21.687 22.048 21.828 22.522 22.254 21.898 22.337 22.219 22.897 23.560 24.675 24.773 22.944 
0.206 21.442 21.609 21.837 22.573 22.655 22.502 21.938 22.628 22.308 22.648 23.545 24.392 23.918 22.872 
0.218 21.406 21.632 22.054 22.412 23.138 22.812 22.035 22.832 23.093 22.968 23.375 22.655 24.725 22.993 
0.231 21.412 21.785 22.255 22.186 22.445 22.522 22.194 22.313 22.831 23.608 23.500 23.949 24.248 23.394 
0.244 21.595 21.893 22.079 22.372 22.747 22.746 22.128 22.659 22.489 23.355 23.287 23.645 23.713 23.081 
0.259 21.643 21.886 21.965 22.333 22.309 22.402 22.099 22.361 22.435 22.750 23.507 24.451 23.487 23.023 
0.274 21.689 21.973 22.255 22.361 22.616 22.506 22.240 22.479 22.745 23.032 23.126 22.799 24.119 22.906 
0.290 21.686 21.954 22.277 22.316 22.190 22.595 22.202 22.352 22.398 22.486 22.743 23.177 23.519 22.691 
0.308 21.764 22.047 22.040 22.261 22.427 22.608 22.078 22.506 22.543 22.891 23.228 23.339 23.476 22.900 
0.326 21.775 21.974 22.105 22.097 22.181 22.423 22.095 22.270 22.353 22.552 22.791 23.517 23.963 22.677 
0.345 21.880 22.030 21.946 22.197 22.330 22.212 22.023 22.267 22.378 22.734 22.925 23.275 23.336 22.737 
0.366 21.987 22.061 21.897 22.074 22.082 22.288 21.973 22.128 22.221 22.330 22.514 22.932 23.055 22.403 
0.387 22.243 22.144 21.989 22.100 22.014 22.148 22.016 22.105 22.166 22.502 22.765 22.822 22.741 22.502 
0.410 22.379 22.280 22.050 22.020 22.135 22.140 22.065 22.091 22.124 22.303 22.563 22.745 23.465 22.388 
